session_id,user_id,session_date,session_timestamp,entry_page,exit_page,pages_viewed,session_duration_seconds,avg_time_per_page,is_bounce,application_submitted
d7b29471_S02,d7b29471,2024-03-09,2024-03-09 00:00:00,blog_career_tips,application_form,12,1646,137,False,False
d7b29471_S03,d7b29471,2024-03-13,2024-03-13 00:00:00,internship_listings,resume_upload,12,1658,138,False,False
d7b29471_S04,d7b29471,2024-03-17,2024-03-17 00:00:00,dashboard,profile_creation,9,2152,239,False,True
2bb06ac7_S01,2bb06ac7,2024-03-27,2024-03-27 00:00:00,company_profiles,company_profiles,5,359,71,False,False
2bb06ac7_S02,2bb06ac7,2024-03-31,2024-03-31 00:00:00,profile_creation,internship_listings,5,1143,228,False,True
83b12c05_S01,83b12c05,2024-03-19,2024-03-19 00:00:00,resume_upload,application_form,12,2727,227,False,False
83b12c05_S02,83b12c05,2024-03-22,2024-03-22 00:00:00,dashboard,resume_upload,14,2227,159,False,True
961283cb_S01,961283cb,2024-02-29,2024-02-29 00:00:00,faq_support,internship_listings,5,352,70,False,False
3f9c04c5_S01,3f9c04c5,2024-01-21,2024-01-21 00:00:00,internship_details,company_profiles,10,1726,172,False,True
d9bd87cd_S01,d9bd87cd,2024-03-17,2024-03-17 00:00:00,profile_creation,company_profiles,11,2163,196,False,False
d9bd87cd_S02,d9bd87cd,2024-03-19,2024-03-19 00:00:00,internship_listings,application_form,6,744,124,False,False
d9bd87cd_S03,d9bd87cd,2024-03-26,2024-03-26 00:00:00,company_profiles,company_profiles,12,1517,126,False,True
0f77329e_S01,0f77329e,2024-02-05,2024-02-05 00:00:00,homepage,internship_details,4,372,93,False,False
22c4d29b_S01,22c4d29b,2024-02-06,2024-02-06 00:00:00,dashboard,profile_creation,5,860,172,False,False
22c4d29b_S02,22c4d29b,2024-02-13,2024-02-13 00:00:00,search_results,resume_upload,7,1325,189,False,False
22c4d29b_S03,22c4d29b,2024-02-18,2024-02-18 00:00:00,homepage,resume_upload,9,2190,243,False,False
22c4d29b_S04,22c4d29b,2024-02-25,2024-02-25 00:00:00,homepage,company_profiles,11,1361,123,False,False
22c4d29b_S05,22c4d29b,2024-02-28,2024-02-28 00:00:00,application_form,application_form,1,256,256,True,False
22c4d29b_S06,22c4d29b,2024-03-06,2024-03-06 00:00:00,search_results,internship_listings,6,461,76,False,True
f3d7c1ee_S01,f3d7c1ee,2024-03-20,2024-03-20 00:00:00,internship_listings,resume_upload,14,2753,196,False,False
f3d7c1ee_S02,f3d7c1ee,2024-03-22,2024-03-22 00:00:00,company_profiles,application_form,6,1404,234,False,False
f3d7c1ee_S03,f3d7c1ee,2024-03-28,2024-03-28 00:00:00,search_results,internship_details,13,2224,171,False,False
f3d7c1ee_S04,f3d7c1ee,2024-04-05,2024-04-05 00:00:00,resume_upload,application_form,4,833,208,False,False
f3d7c1ee_S05,f3d7c1ee,2024-04-07,2024-04-07 00:00:00,internship_details,internship_details,14,2573,183,False,False
f3d7c1ee_S06,f3d7c1ee,2024-04-14,2024-04-14 00:00:00,internship_details,application_form,8,1261,157,False,False
f3d7c1ee_S07,f3d7c1ee,2024-04-16,2024-04-16 00:00:00,resume_upload,profile_creation,12,2951,245,False,True
e44a2374_S01,e44a2374,2024-03-26,2024-03-26 00:00:00,homepage,profile_creation,7,1001,143,False,False
c84106e5_S01,c84106e5,2024-03-17,2024-03-17 00:00:00,payment_page,internship_details,10,1393,139,False,False
b5aaa6d2_S01,b5aaa6d2,2024-02-15,2024-02-15 00:00:00,application_form,payment_page,7,1250,178,False,False
b5aaa6d2_S02,b5aaa6d2,2024-02-16,2024-02-16 00:00:00,homepage,resume_upload,9,1228,136,False,True
b171c289_S01,b171c289,2024-03-15,2024-03-15 00:00:00,dashboard,application_form,16,3515,219,False,False
b171c289_S02,b171c289,2024-03-20,2024-03-20 00:00:00,homepage,internship_details,4,295,73,False,False
b171c289_S03,b171c289,2024-03-27,2024-03-27 00:00:00,search_results,resume_upload,13,2326,178,False,False
b171c289_S04,b171c289,2024-03-29,2024-03-29 00:00:00,company_profiles,application_form,13,3379,259,False,False
b171c289_S05,b171c289,2024-04-01,2024-04-01 00:00:00,internship_listings,resume_upload,14,2840,202,False,False
b171c289_S06,b171c289,2024-04-03,2024-04-03 00:00:00,internship_listings,resume_upload,14,2549,182,False,True
7eaa27aa_S01,7eaa27aa,2024-03-04,2024-03-04 00:00:00,blog_career_tips,internship_listings,6,512,85,False,False
bd5c8f39_S01,bd5c8f39,2024-01-15,2024-01-15 00:00:00,faq_support,dashboard,7,827,118,False,True
39ac5785_S01,39ac5785,2024-03-13,2024-03-13 00:00:00,homepage,internship_details,6,596,99,False,False
39ac5785_S02,39ac5785,2024-03-18,2024-03-18 00:00:00,homepage,application_form,14,2143,153,False,False
39ac5785_S03,39ac5785,2024-03-22,2024-03-22 00:00:00,homepage,internship_details,7,610,87,False,False
39ac5785_S04,39ac5785,2024-03-26,2024-03-26 00:00:00,company_profiles,search_results,12,2779,231,False,True
c3aa2b45_S01,c3aa2b45,2024-02-03,2024-02-03 00:00:00,internship_details,resume_upload,7,1927,275,False,False
c3aa2b45_S02,c3aa2b45,2024-02-04,2024-02-04 00:00:00,application_form,dashboard,5,1152,230,False,False
580dee37_S01,580dee37,2024-03-21,2024-03-21 00:00:00,profile_creation,dashboard,6,1015,169,False,False
580dee37_S02,580dee37,2024-03-28,2024-03-28 00:00:00,homepage,application_form,4,451,112,False,False
580dee37_S03,580dee37,2024-04-01,2024-04-01 00:00:00,company_profiles,internship_listings,9,2435,270,False,False
580dee37_S04,580dee37,2024-04-03,2024-04-03 00:00:00,internship_details,resume_upload,11,2564,233,False,True
e3c1f377_S01,e3c1f377,2024-03-07,2024-03-07 00:00:00,internship_details,internship_details,8,1339,167,False,False
e3c1f377_S02,e3c1f377,2024-03-10,2024-03-10 00:00:00,internship_listings,application_form,12,2965,247,False,False
e3c1f377_S03,e3c1f377,2024-03-17,2024-03-17 00:00:00,profile_creation,internship_listings,11,2989,271,False,False
e3c1f377_S04,e3c1f377,2024-03-22,2024-03-22 00:00:00,internship_listings,resume_upload,8,2071,258,False,False
e3c1f377_S05,e3c1f377,2024-03-27,2024-03-27 00:00:00,internship_details,application_form,8,886,110,False,False
e3c1f377_S06,e3c1f377,2024-04-01,2024-04-01 00:00:00,homepage,application_form,11,1743,158,False,False
e3c1f377_S07,e3c1f377,2024-04-04,2024-04-04 00:00:00,search_results,payment_page,16,2605,162,False,True
6a94cc4b_S01,6a94cc4b,2024-03-28,2024-03-28 00:00:00,dashboard,profile_creation,5,1517,303,False,True
3d004bec_S01,3d004bec,2024-03-29,2024-03-29 00:00:00,homepage,resume_upload,9,1096,121,False,False
3d004bec_S02,3d004bec,2024-04-06,2024-04-06 00:00:00,homepage,resume_upload,8,1922,240,False,False
3d004bec_S03,3d004bec,2024-04-09,2024-04-09 00:00:00,search_results,resume_upload,11,2486,226,False,True
42a5afbb_S01,42a5afbb,2024-01-07,2024-01-07 00:00:00,internship_listings,profile_creation,13,2742,210,False,False
42a5afbb_S02,42a5afbb,2024-01-12,2024-01-12 00:00:00,company_profiles,resume_upload,13,2747,211,False,False
42a5afbb_S03,42a5afbb,2024-01-20,2024-01-20 00:00:00,company_profiles,application_form,12,2446,203,False,False
42a5afbb_S04,42a5afbb,2024-01-26,2024-01-26 00:00:00,company_profiles,application_form,6,665,110,False,False
42a5afbb_S05,42a5afbb,2024-01-30,2024-01-30 00:00:00,homepage,profile_creation,16,3442,215,False,False
42a5afbb_S06,42a5afbb,2024-02-02,2024-02-02 00:00:00,internship_details,search_results,15,2202,146,False,False
42a5afbb_S07,42a5afbb,2024-02-06,2024-02-06 00:00:00,profile_creation,application_form,10,2168,216,False,False
42a5afbb_S08,42a5afbb,2024-02-13,2024-02-13 00:00:00,internship_details,payment_page,13,2947,226,False,False
42a5afbb_S09,42a5afbb,2024-02-17,2024-02-17 00:00:00,blog_career_tips,internship_listings,16,3111,194,False,True
9019ec31_S01,9019ec31,2024-02-02,2024-02-02 00:00:00,company_profiles,dashboard,5,610,122,False,False
9019ec31_S02,9019ec31,2024-02-10,2024-02-10 00:00:00,faq_support,internship_listings,3,288,96,False,False
9019ec31_S03,9019ec31,2024-02-17,2024-02-17 00:00:00,profile_creation,profile_creation,6,1980,330,False,True
b9d6801f_S01,b9d6801f,2024-03-30,2024-03-30 00:00:00,dashboard,resume_upload,11,3204,291,False,False
b9d6801f_S02,b9d6801f,2024-04-01,2024-04-01 00:00:00,homepage,internship_details,8,774,96,False,False
b9d6801f_S03,b9d6801f,2024-04-05,2024-04-05 00:00:00,dashboard,internship_details,14,3779,269,False,False
b9d6801f_S04,b9d6801f,2024-04-08,2024-04-08 00:00:00,search_results,resume_upload,8,1346,168,False,False
b9d6801f_S05,b9d6801f,2024-04-09,2024-04-09 00:00:00,internship_details,profile_creation,14,4183,298,False,False
b9d6801f_S06,b9d6801f,2024-04-14,2024-04-14 00:00:00,company_profiles,internship_details,5,512,102,False,False
b9d6801f_S07,b9d6801f,2024-04-18,2024-04-18 00:00:00,internship_listings,resume_upload,11,1411,128,False,False
b9d6801f_S08,b9d6801f,2024-04-26,2024-04-26 00:00:00,homepage,resume_upload,11,1775,161,False,True
8dc91168_S01,8dc91168,2024-03-05,2024-03-05 00:00:00,homepage,search_results,10,996,99,False,False
8dc91168_S02,8dc91168,2024-03-09,2024-03-09 00:00:00,internship_listings,profile_creation,11,2187,198,False,False
8dc91168_S03,8dc91168,2024-03-11,2024-03-11 00:00:00,dashboard,resume_upload,9,1936,215,False,False
8dc91168_S04,8dc91168,2024-03-12,2024-03-12 00:00:00,application_form,resume_upload,13,3627,279,False,False
8dc91168_S05,8dc91168,2024-03-13,2024-03-13 00:00:00,homepage,internship_details,10,905,90,False,False
8dc91168_S06,8dc91168,2024-03-14,2024-03-14 00:00:00,internship_listings,application_form,13,3201,246,False,False
8dc91168_S07,8dc91168,2024-03-20,2024-03-20 00:00:00,homepage,profile_creation,12,3801,316,False,True
0f37af1e_S01,0f37af1e,2024-01-28,2024-01-28 00:00:00,homepage,company_profiles,16,3245,202,False,False
0f37af1e_S02,0f37af1e,2024-02-01,2024-02-01 00:00:00,company_profiles,company_profiles,14,1689,120,False,False
0f37af1e_S03,0f37af1e,2024-02-05,2024-02-05 00:00:00,resume_upload,profile_creation,11,2179,198,False,False
0f37af1e_S04,0f37af1e,2024-02-07,2024-02-07 00:00:00,profile_creation,application_form,11,2951,268,False,False
0f37af1e_S05,0f37af1e,2024-02-12,2024-02-12 00:00:00,internship_listings,profile_creation,9,3039,337,False,True
ef7db181_S01,ef7db181,2024-01-17,2024-01-17 00:00:00,blog_career_tips,internship_details,5,663,132,False,False
ef7db181_S02,ef7db181,2024-01-21,2024-01-21 00:00:00,homepage,profile_creation,12,1745,145,False,False
ef7db181_S03,ef7db181,2024-01-22,2024-01-22 00:00:00,internship_listings,internship_listings,9,906,100,False,False
ef7db181_S04,ef7db181,2024-01-23,2024-01-23 00:00:00,application_form,dashboard,14,3866,276,False,False
ef7db181_S05,ef7db181,2024-01-25,2024-01-25 00:00:00,homepage,resume_upload,9,1596,177,False,True
f15d1ab3_S01,f15d1ab3,2024-02-05,2024-02-05 00:00:00,homepage,profile_creation,12,1979,164,False,False
f15d1ab3_S02,f15d1ab3,2024-02-13,2024-02-13 00:00:00,search_results,application_form,5,1045,209,False,False
41c002d2_S01,41c002d2,2024-03-31,2024-03-31 00:00:00,blog_career_tips,resume_upload,8,1577,197,False,True
4f4279c3_S01,4f4279c3,2024-02-08,2024-02-08 00:00:00,company_profiles,application_form,6,689,114,False,False
4f4279c3_S02,4f4279c3,2024-02-13,2024-02-13 00:00:00,dashboard,internship_details,17,3410,200,False,False
052db656_S01,052db656,2024-01-30,2024-01-30 00:00:00,faq_support,internship_listings,14,3852,275,False,False
052db656_S02,052db656,2024-01-31,2024-01-31 00:00:00,homepage,profile_creation,6,1361,226,False,False
052db656_S03,052db656,2024-02-04,2024-02-04 00:00:00,resume_upload,application_form,16,4729,295,False,False
052db656_S04,052db656,2024-02-06,2024-02-06 00:00:00,search_results,profile_creation,10,1573,157,False,False
052db656_S05,052db656,2024-02-07,2024-02-07 00:00:00,search_results,resume_upload,9,2041,226,False,True
4b5713a1_S01,4b5713a1,2024-03-21,2024-03-21 00:00:00,internship_details,profile_creation,13,3204,246,False,False
4b5713a1_S02,4b5713a1,2024-03-22,2024-03-22 00:00:00,homepage,internship_listings,13,1811,139,False,False
4b5713a1_S03,4b5713a1,2024-03-23,2024-03-23 00:00:00,search_results,search_results,9,1655,183,False,False
4b5713a1_S04,4b5713a1,2024-03-27,2024-03-27 00:00:00,search_results,application_form,5,1132,226,False,False
4b5713a1_S05,4b5713a1,2024-03-31,2024-03-31 00:00:00,homepage,payment_page,10,1643,164,False,False
4b5713a1_S06,4b5713a1,2024-04-04,2024-04-04 00:00:00,internship_details,application_form,13,2307,177,False,False
4b5713a1_S07,4b5713a1,2024-04-11,2024-04-11 00:00:00,homepage,internship_details,6,760,126,False,False
4b5713a1_S08,4b5713a1,2024-04-13,2024-04-13 00:00:00,homepage,application_form,5,635,127,False,False
4b5713a1_S09,4b5713a1,2024-04-18,2024-04-18 00:00:00,search_results,application_form,19,2247,118,False,False
4b5713a1_S10,4b5713a1,2024-04-22,2024-04-22 00:00:00,profile_creation,resume_upload,5,1541,308,False,True
2ebdb8e1_S01,2ebdb8e1,2024-03-11,2024-03-11 00:00:00,dashboard,application_form,9,2253,250,False,False
2ebdb8e1_S02,2ebdb8e1,2024-03-19,2024-03-19 00:00:00,company_profiles,dashboard,6,1124,187,False,True
2e636e1c_S01,2e636e1c,2024-01-20,2024-01-20 00:00:00,company_profiles,search_results,5,400,80,False,False
aff4bf89_S01,aff4bf89,2024-02-11,2024-02-11 00:00:00,homepage,internship_listings,6,480,80,False,False
aff4bf89_S02,aff4bf89,2024-02-14,2024-02-14 00:00:00,profile_creation,application_form,8,2678,334,False,False
aff4bf89_S03,aff4bf89,2024-02-21,2024-02-21 00:00:00,homepage,company_profiles,5,379,75,False,False
aff4bf89_S04,aff4bf89,2024-02-22,2024-02-22 00:00:00,company_profiles,resume_upload,8,1989,248,False,True
959ce949_S01,959ce949,2024-01-24,2024-01-24 00:00:00,internship_listings,company_profiles,12,1742,145,False,False
959ce949_S02,959ce949,2024-01-29,2024-01-29 00:00:00,homepage,application_form,8,797,99,False,False
ceb58f36_S01,ceb58f36,2024-03-03,2024-03-03 00:00:00,profile_creation,application_form,17,2517,148,False,False
ceb58f36_S02,ceb58f36,2024-03-06,2024-03-06 00:00:00,application_form,internship_details,17,4311,253,False,False
ceb58f36_S03,ceb58f36,2024-03-07,2024-03-07 00:00:00,application_form,resume_upload,17,4874,286,False,False
ceb58f36_S04,ceb58f36,2024-03-15,2024-03-15 00:00:00,resume_upload,resume_upload,10,3157,315,False,False
ceb58f36_S05,ceb58f36,2024-03-21,2024-03-21 00:00:00,internship_listings,resume_upload,8,1116,139,False,False
ceb58f36_S06,ceb58f36,2024-03-23,2024-03-23 00:00:00,search_results,dashboard,16,3790,236,False,False
ceb58f36_S07,ceb58f36,2024-03-27,2024-03-27 00:00:00,internship_listings,application_form,8,993,124,False,False
ceb58f36_S08,ceb58f36,2024-03-31,2024-03-31 00:00:00,resume_upload,application_form,9,2016,224,False,False
ceb58f36_S09,ceb58f36,2024-04-07,2024-04-07 00:00:00,resume_upload,application_form,13,4104,315,False,False
ceb58f36_S10,ceb58f36,2024-04-12,2024-04-12 00:00:00,internship_listings,company_profiles,14,1402,100,False,True
2da5626c_S01,2da5626c,2024-01-19,2024-01-19 00:00:00,homepage,profile_creation,13,1582,121,False,False
2da5626c_S02,2da5626c,2024-01-23,2024-01-23 00:00:00,profile_creation,internship_listings,8,2105,263,False,False
2da5626c_S03,2da5626c,2024-01-29,2024-01-29 00:00:00,resume_upload,application_form,13,2569,197,False,False
2da5626c_S04,2da5626c,2024-02-04,2024-02-04 00:00:00,homepage,profile_creation,17,4666,274,False,False
2da5626c_S05,2da5626c,2024-02-06,2024-02-06 00:00:00,homepage,resume_upload,15,2287,152,False,False
2da5626c_S06,2da5626c,2024-02-07,2024-02-07 00:00:00,application_form,profile_creation,7,2087,298,False,False
2da5626c_S07,2da5626c,2024-02-09,2024-02-09 00:00:00,internship_listings,company_profiles,14,1694,121,False,False
2da5626c_S08,2da5626c,2024-02-13,2024-02-13 00:00:00,dashboard,application_form,8,1224,153,False,False
2da5626c_S09,2da5626c,2024-02-17,2024-02-17 00:00:00,company_profiles,internship_details,16,2414,150,False,True
af6990a4_S01,af6990a4,2024-03-29,2024-03-29 00:00:00,application_form,resume_upload,10,1442,144,False,False
af6990a4_S02,af6990a4,2024-03-30,2024-03-30 00:00:00,search_results,resume_upload,11,1696,154,False,True
b58b32f2_S01,b58b32f2,2024-01-10,2024-01-10 00:00:00,blog_career_tips,internship_details,4,481,120,False,False
61c61af5_S01,61c61af5,2024-03-10,2024-03-10 00:00:00,internship_listings,resume_upload,20,3718,185,False,False
61c61af5_S02,61c61af5,2024-03-13,2024-03-13 00:00:00,application_form,resume_upload,10,2217,221,False,False
61c61af5_S03,61c61af5,2024-03-19,2024-03-19 00:00:00,internship_details,dashboard,12,3378,281,False,False
61c61af5_S04,61c61af5,2024-03-21,2024-03-21 00:00:00,search_results,resume_upload,7,682,97,False,False
61c61af5_S05,61c61af5,2024-03-23,2024-03-23 00:00:00,internship_details,application_form,16,4037,252,False,False
61c61af5_S06,61c61af5,2024-03-25,2024-03-25 00:00:00,dashboard,profile_creation,10,3376,337,False,False
61c61af5_S07,61c61af5,2024-04-02,2024-04-02 00:00:00,internship_listings,internship_listings,21,4943,235,False,False
61c61af5_S08,61c61af5,2024-04-09,2024-04-09 00:00:00,dashboard,resume_upload,13,2841,218,False,False
61c61af5_S09,61c61af5,2024-04-10,2024-04-10 00:00:00,internship_listings,application_form,7,1017,145,False,True
a062e9f8_S01,a062e9f8,2024-03-25,2024-03-25 00:00:00,dashboard,resume_upload,15,3767,251,False,False
a062e9f8_S02,a062e9f8,2024-03-29,2024-03-29 00:00:00,internship_listings,resume_upload,12,2986,248,False,False
a062e9f8_S03,a062e9f8,2024-03-31,2024-03-31 00:00:00,search_results,resume_upload,9,2542,282,False,False
a062e9f8_S04,a062e9f8,2024-04-02,2024-04-02 00:00:00,resume_upload,application_form,10,2150,215,False,False
a062e9f8_S05,a062e9f8,2024-04-05,2024-04-05 00:00:00,homepage,profile_creation,7,1329,189,False,False
a062e9f8_S06,a062e9f8,2024-04-06,2024-04-06 00:00:00,company_profiles,dashboard,8,1668,208,False,False
a062e9f8_S07,a062e9f8,2024-04-12,2024-04-12 00:00:00,homepage,internship_details,14,2908,207,False,False
a062e9f8_S08,a062e9f8,2024-04-19,2024-04-19 00:00:00,internship_details,application_form,10,3155,315,False,False
a062e9f8_S09,a062e9f8,2024-04-26,2024-04-26 00:00:00,dashboard,dashboard,11,2879,261,False,False
a062e9f8_S10,a062e9f8,2024-05-02,2024-05-02 00:00:00,internship_details,search_results,13,2224,171,False,True
612b108a_S01,612b108a,2024-03-24,2024-03-24 00:00:00,resume_upload,resume_upload,16,4019,251,False,False
612b108a_S02,612b108a,2024-03-27,2024-03-27 00:00:00,internship_details,application_form,12,2182,181,False,False
612b108a_S03,612b108a,2024-04-03,2024-04-03 00:00:00,profile_creation,profile_creation,8,2038,254,False,False
612b108a_S04,612b108a,2024-04-07,2024-04-07 00:00:00,company_profiles,dashboard,10,1779,177,False,False
612b108a_S05,612b108a,2024-04-09,2024-04-09 00:00:00,resume_upload,application_form,15,2264,150,False,False
612b108a_S06,612b108a,2024-04-14,2024-04-14 00:00:00,company_profiles,application_form,12,1921,160,False,False
612b108a_S07,612b108a,2024-04-19,2024-04-19 00:00:00,search_results,application_form,11,2363,214,False,False
612b108a_S08,612b108a,2024-04-26,2024-04-26 00:00:00,search_results,company_profiles,9,890,98,False,False
612b108a_S09,612b108a,2024-05-03,2024-05-03 00:00:00,homepage,internship_listings,7,600,85,False,False
612b108a_S10,612b108a,2024-05-05,2024-05-05 00:00:00,payment_page,internship_details,6,709,118,False,True
a54e7c94_S01,a54e7c94,2024-02-12,2024-02-12 00:00:00,company_profiles,profile_creation,6,1461,243,False,False
a54e7c94_S02,a54e7c94,2024-02-20,2024-02-20 00:00:00,blog_career_tips,internship_details,5,539,107,False,False
a54e7c94_S03,a54e7c94,2024-02-21,2024-02-21 00:00:00,internship_details,internship_details,3,263,87,False,False
a54e7c94_S04,a54e7c94,2024-02-22,2024-02-22 00:00:00,homepage,internship_listings,2,145,72,False,False
a54e7c94_S05,a54e7c94,2024-02-23,2024-02-23 00:00:00,application_form,resume_upload,5,1377,275,False,True
f932d42f_S01,f932d42f,2024-03-30,2024-03-30 00:00:00,internship_listings,internship_listings,14,1483,105,False,False
f932d42f_S02,f932d42f,2024-04-02,2024-04-02 00:00:00,profile_creation,dashboard,13,3524,271,False,False
f932d42f_S03,f932d42f,2024-04-05,2024-04-05 00:00:00,company_profiles,internship_listings,13,1778,136,False,False
f932d42f_S04,f932d42f,2024-04-11,2024-04-11 00:00:00,application_form,resume_upload,14,3894,278,False,False
f932d42f_S05,f932d42f,2024-04-12,2024-04-12 00:00:00,homepage,profile_creation,9,2026,225,False,False
f932d42f_S06,f932d42f,2024-04-16,2024-04-16 00:00:00,homepage,dashboard,11,2167,197,False,False
f932d42f_S07,f932d42f,2024-04-17,2024-04-17 00:00:00,resume_upload,application_form,9,2549,283,False,True
f9ecbd2c_S01,f9ecbd2c,2024-02-24,2024-02-24 00:00:00,dashboard,internship_details,8,875,109,False,False
f9ecbd2c_S02,f9ecbd2c,2024-02-26,2024-02-26 00:00:00,search_results,payment_page,11,2559,232,False,False
f9ecbd2c_S03,f9ecbd2c,2024-02-29,2024-02-29 00:00:00,internship_details,internship_details,6,514,85,False,True
17c6926f_S01,17c6926f,2024-01-16,2024-01-16 00:00:00,search_results,internship_details,6,298,49,False,False
17c6926f_S02,17c6926f,2024-01-21,2024-01-21 00:00:00,search_results,profile_creation,6,1226,204,False,True
99783915_S01,99783915,2024-02-21,2024-02-21 00:00:00,internship_listings,internship_listings,6,506,84,False,False
e107bc0d_S01,e107bc0d,2024-01-16,2024-01-16 00:00:00,homepage,internship_listings,10,919,91,False,False
e107bc0d_S02,e107bc0d,2024-01-21,2024-01-21 00:00:00,homepage,resume_upload,16,4118,257,False,False
e107bc0d_S03,e107bc0d,2024-01-22,2024-01-22 00:00:00,application_form,profile_creation,18,4722,262,False,True
7d9c8a0d_S01,7d9c8a0d,2024-01-23,2024-01-23 00:00:00,profile_creation,dashboard,16,4076,254,False,True
a88118ca_S01,a88118ca,2024-02-24,2024-02-24 00:00:00,internship_details,profile_creation,8,2670,333,False,False
a88118ca_S02,a88118ca,2024-02-28,2024-02-28 00:00:00,faq_support,internship_details,6,651,108,False,False
a88118ca_S03,a88118ca,2024-03-06,2024-03-06 00:00:00,search_results,resume_upload,6,1320,220,False,False
a88118ca_S04,a88118ca,2024-03-09,2024-03-09 00:00:00,internship_listings,internship_details,15,1764,117,False,True
941648d7_S01,941648d7,2024-02-11,2024-02-11 00:00:00,profile_creation,dashboard,3,788,262,False,False
516887c7_S01,516887c7,2024-03-05,2024-03-05 00:00:00,internship_listings,resume_upload,8,1497,187,False,False
516887c7_S02,516887c7,2024-03-12,2024-03-12 00:00:00,internship_details,resume_upload,7,2210,315,False,False
516887c7_S03,516887c7,2024-03-17,2024-03-17 00:00:00,homepage,company_profiles,5,358,71,False,False
516887c7_S04,516887c7,2024-03-24,2024-03-24 00:00:00,resume_upload,application_form,10,3029,302,False,False
27d56cd3_S01,27d56cd3,2024-01-29,2024-01-29 00:00:00,search_results,company_profiles,9,1230,136,False,False
27d56cd3_S02,27d56cd3,2024-02-03,2024-02-03 00:00:00,search_results,profile_creation,9,1710,190,False,False
27d56cd3_S03,27d56cd3,2024-02-09,2024-02-09 00:00:00,homepage,resume_upload,11,2400,218,False,True
79cc8053_S01,79cc8053,2024-01-18,2024-01-18 00:00:00,faq_support,blog_career_tips,3,400,133,False,False
79cc8053_S02,79cc8053,2024-01-25,2024-01-25 00:00:00,profile_creation,internship_listings,7,1481,211,False,False
79cc8053_S03,79cc8053,2024-01-31,2024-01-31 00:00:00,search_results,application_form,10,1799,179,False,True
19d26cea_S01,19d26cea,2024-03-26,2024-03-26 00:00:00,homepage,application_form,5,530,106,False,False
19d26cea_S02,19d26cea,2024-04-03,2024-04-03 00:00:00,homepage,application_form,10,1420,142,False,False
19d26cea_S03,19d26cea,2024-04-10,2024-04-10 00:00:00,search_results,internship_details,4,356,89,False,False
5510164d_S01,5510164d,2024-02-10,2024-02-10 00:00:00,dashboard,internship_details,6,539,89,False,False
5510164d_S02,5510164d,2024-02-11,2024-02-11 00:00:00,resume_upload,application_form,7,2563,366,False,False
5510164d_S03,5510164d,2024-02-14,2024-02-14 00:00:00,company_profiles,internship_details,4,432,108,False,False
a54e583a_S01,a54e583a,2024-01-27,2024-01-27 00:00:00,homepage,company_profiles,3,216,72,False,False
a54e583a_S02,a54e583a,2024-02-02,2024-02-02 00:00:00,internship_listings,profile_creation,8,1510,188,False,False
a54e583a_S03,a54e583a,2024-02-05,2024-02-05 00:00:00,homepage,application_form,4,424,106,False,False
4c72edef_S01,4c72edef,2024-03-26,2024-03-26 00:00:00,internship_listings,profile_creation,8,2263,282,False,False
4c72edef_S02,4c72edef,2024-03-29,2024-03-29 00:00:00,internship_listings,resume_upload,20,3204,160,False,False
4c72edef_S03,4c72edef,2024-03-30,2024-03-30 00:00:00,application_form,resume_upload,10,2616,261,False,False
4c72edef_S04,4c72edef,2024-04-04,2024-04-04 00:00:00,resume_upload,dashboard,12,2416,201,False,False
4c72edef_S05,4c72edef,2024-04-08,2024-04-08 00:00:00,company_profiles,profile_creation,9,2144,238,False,True
e7ef8330_S01,e7ef8330,2024-01-29,2024-01-29 00:00:00,internship_details,dashboard,16,3383,211,False,False
e7ef8330_S02,e7ef8330,2024-02-04,2024-02-04 00:00:00,dashboard,application_form,9,1333,148,False,False
e7ef8330_S03,e7ef8330,2024-02-10,2024-02-10 00:00:00,internship_listings,dashboard,9,1218,135,False,False
e7ef8330_S04,e7ef8330,2024-02-11,2024-02-11 00:00:00,search_results,application_form,13,2856,219,False,True
4849b4db_S01,4849b4db,2024-01-27,2024-01-27 00:00:00,search_results,application_form,6,777,129,False,False
4849b4db_S02,4849b4db,2024-02-04,2024-02-04 00:00:00,search_results,resume_upload,19,4691,246,False,False
4849b4db_S03,4849b4db,2024-02-07,2024-02-07 00:00:00,dashboard,resume_upload,15,4141,276,False,False
4849b4db_S04,4849b4db,2024-02-10,2024-02-10 00:00:00,application_form,internship_listings,10,2192,219,False,False
4849b4db_S05,4849b4db,2024-02-11,2024-02-11 00:00:00,internship_details,application_form,20,4564,228,False,False
4849b4db_S06,4849b4db,2024-02-13,2024-02-13 00:00:00,homepage,resume_upload,13,2235,171,False,False
4849b4db_S07,4849b4db,2024-02-20,2024-02-20 00:00:00,company_profiles,application_form,16,4132,258,False,False
4849b4db_S08,4849b4db,2024-02-22,2024-02-22 00:00:00,internship_details,application_form,15,2991,199,False,True
46ddc4fc_S01,46ddc4fc,2024-03-14,2024-03-14 00:00:00,blog_career_tips,profile_creation,6,975,162,False,False
46ddc4fc_S02,46ddc4fc,2024-03-16,2024-03-16 00:00:00,internship_details,profile_creation,5,1423,284,False,False
46ddc4fc_S03,46ddc4fc,2024-03-20,2024-03-20 00:00:00,internship_details,internship_listings,5,498,99,False,False
46ddc4fc_S04,46ddc4fc,2024-03-21,2024-03-21 00:00:00,dashboard,internship_listings,10,2201,220,False,False
