user_id,user_segment,traffic_source,primary_device,primary_browser,first_visit_date,prob_apply,avg_sessions,avg_pages_per_session
360960ce,Experience_Builder,Referral,Desktop,Other,2024-02-01,0.7,5,10
2f7d78fd,Career_Starter,Referral,Tablet,Firefox,2024-03-02,0.6,3,8
fc1defca,Urgent_Seeker,Career Fair,Tablet,Other,2024-02-11,0.8,7,12
0043203a,Urgent_Seeker,University Portal,Desktop,Chrome,2024-02-10,0.8,7,12
d722378f,Experience_Builder,Direct,Mobile,Chrome,2024-03-01,0.7,5,10
ca724793,Skill_Explorer,Email Campaign,Desktop,Chrome,2024-02-01,0.3,2,6
3d787552,Experience_Builder,University Portal,Tablet,Chrome,2024-01-29,0.7,5,10
758e6bda,Urgent_Seeker,Career Fair,Desktop,Safari,2024-01-31,0.8,7,12
5aa5a466,Skill_Explorer,Career Fair,Tablet,Chrome,2024-03-30,0.3,2,6
bad077c5,Skill_Explorer,Social Media,Tablet,Safari,2024-03-04,0.3,2,6
faf09733,Skill_Explorer,Social Media,Mobile,Chrome,2024-01-12,0.3,2,6
2a395e8f,Career_Starter,Email Campaign,Tablet,Safari,2024-01-03,0.6,3,8
d745b6ef,Urgent_Seeker,Direct,Mobile,Other,2024-01-26,0.8,7,12
9691421c,Experience_Builder,Career Fair,Tablet,Safari,2024-02-11,0.7,5,10
c264a31c,Career_Starter,Direct,Desktop,Other,2024-01-19,0.6,3,8
309993b1,Career_Starter,Career Fair,Desktop,Firefox,2024-03-25,0.6,3,8
478e5e8b,Urgent_Seeker,Google Search,Mobile,Firefox,2024-02-11,0.8,7,12
d86ed51f,Experience_Builder,Social Media,Tablet,Edge,2024-03-22,0.7,5,10
d83baeb7,Urgent_Seeker,Career Fair,Desktop,Other,2024-03-29,0.8,7,12
a959e9fa,Skill_Explorer,Email Campaign,Tablet,Other,2024-01-23,0.3,2,6
be7671c0,Urgent_Seeker,University Portal,Tablet,Firefox,2024-01-17,0.8,7,12
e4693b9a,Experience_Builder,Direct,Tablet,Other,2024-02-20,0.7,5,10
fdd50b3e,Career_Starter,Social Media,Tablet,Firefox,2024-03-19,0.6,3,8
770cdd47,Experience_Builder,Google Search,Mobile,Safari,2024-02-12,0.7,5,10
5f0ee6a6,Career_Starter,Email Campaign,Mobile,Firefox,2024-01-22,0.6,3,8
02cb55aa,Career_Starter,Career Fair,Mobile,Chrome,2024-02-03,0.6,3,8
e6015d04,Experience_Builder,Email Campaign,Tablet,Chrome,2024-02-14,0.7,5,10
f0d45aca,Skill_Explorer,Google Search,Tablet,Chrome,2024-01-07,0.3,2,6
ac224b99,Urgent_Seeker,Blog,Tablet,Edge,2024-01-22,0.8,7,12
b7e2666d,Urgent_Seeker,Blog,Mobile,Firefox,2024-03-10,0.8,7,12
b141f0a2,Urgent_Seeker,Google Search,Mobile,Other,2024-03-24,0.8,7,12
325314d6,Experience_Builder,Social Media,Mobile,Chrome,2024-01-05,0.7,5,10
4a8fc614,Skill_Explorer,Direct,Mobile,Firefox,2024-01-14,0.3,2,6
add10320,Career_Starter,Career Fair,Desktop,Edge,2024-01-21,0.6,3,8
aa7c959d,Career_Starter,Google Search,Mobile,Other,2024-03-19,0.6,3,8
4f43da02,Urgent_Seeker,Direct,Mobile,Safari,2024-03-18,0.8,7,12
085b5067,Urgent_Seeker,Social Media,Desktop,Chrome,2024-02-12,0.8,7,12
8fd1218a,Experience_Builder,Email Campaign,Mobile,Other,2024-03-10,0.7,5,10
e10a58eb,Skill_Explorer,University Portal,Mobile,Safari,2024-01-13,0.3,2,6
7cb6d826,Career_Starter,Referral,Tablet,Other,2024-03-03,0.6,3,8
c24aa867,Experience_Builder,Direct,Mobile,Chrome,2024-02-24,0.7,5,10
bd216ff7,Career_Starter,University Portal,Tablet,Other,2024-03-02,0.6,3,8
b6762391,Experience_Builder,Google Search,Desktop,Safari,2024-01-22,0.7,5,10
a0dc5444,Skill_Explorer,Google Search,Mobile,Chrome,2024-02-09,0.3,2,6
87b36af4,Urgent_Seeker,Blog,Mobile,Firefox,2024-01-12,0.8,7,12
46d2a53c,Urgent_Seeker,Social Media,Mobile,Edge,2024-02-17,0.8,7,12
62423139,Experience_Builder,Blog,Desktop,Firefox,2024-02-26,0.7,5,10
bd61053f,Urgent_Seeker,University Portal,Desktop,Firefox,2024-03-13,0.8,7,12
ad95719e,Career_Starter,Social Media,Tablet,Chrome,2024-01-11,0.6,3,8
1417314c,Skill_Explorer,Referral,Tablet,Safari,2024-03-11,0.3,2,6
63d7e9ee,Career_Starter,Referral,Tablet,Edge,2024-03-09,0.6,3,8
b8d04757,Urgent_Seeker,Email Campaign,Mobile,Firefox,2024-01-11,0.8,7,12
b351f781,Urgent_Seeker,Direct,Tablet,Other,2024-03-07,0.8,7,12
1052c1d8,Experience_Builder,Google Search,Mobile,Safari,2024-01-22,0.7,5,10
303b1f1f,Experience_Builder,Email Campaign,Desktop,Chrome,2024-02-24,0.7,5,10
7bd3c395,Career_Starter,Referral,Desktop,Safari,2024-03-17,0.6,3,8
350ef372,Skill_Explorer,Career Fair,Tablet,Chrome,2024-01-12,0.3,2,6
07a47070,Urgent_Seeker,Referral,Tablet,Firefox,2024-02-05,0.8,7,12
7c59dbfb,Urgent_Seeker,Direct,Tablet,Other,2024-03-16,0.8,7,12
06c9d3cc,Urgent_Seeker,Google Search,Mobile,Safari,2024-01-19,0.8,7,12
230dcfbd,Career_Starter,Google Search,Tablet,Chrome,2024-02-06,0.6,3,8
2f274dee,Skill_Explorer,Referral,Mobile,Edge,2024-03-24,0.3,2,6
d7752e34,Urgent_Seeker,Blog,Desktop,Safari,2024-02-05,0.8,7,12
8d8b2ae6,Urgent_Seeker,Social Media,Tablet,Other,2024-03-28,0.8,7,12
a1d9e6b6,Urgent_Seeker,Direct,Mobile,Firefox,2024-03-29,0.8,7,12
e115cba8,Experience_Builder,Direct,Tablet,Edge,2024-02-04,0.7,5,10
98dfecb9,Skill_Explorer,Direct,Mobile,Firefox,2024-02-09,0.3,2,6
f1c569b4,Skill_Explorer,Blog,Tablet,Chrome,2024-01-30,0.3,2,6
a69d8c92,Experience_Builder,University Portal,Tablet,Edge,2024-02-11,0.7,5,10
0c22473b,Skill_Explorer,Referral,Tablet,Chrome,2024-01-25,0.3,2,6
9a310dc0,Urgent_Seeker,Email Campaign,Mobile,Edge,2024-03-07,0.8,7,12
a6493fab,Skill_Explorer,Direct,Tablet,Safari,2024-01-09,0.3,2,6
e7077b6c,Skill_Explorer,Referral,Desktop,Other,2024-03-13,0.3,2,6
4688fc8e,Career_Starter,Social Media,Desktop,Safari,2024-01-08,0.6,3,8
a87ca697,Experience_Builder,Direct,Mobile,Chrome,2024-02-16,0.7,5,10
2ca0c768,Experience_Builder,University Portal,Mobile,Edge,2024-03-05,0.7,5,10
6943d22a,Urgent_Seeker,Google Search,Tablet,Chrome,2024-01-31,0.8,7,12
71d8a645,Skill_Explorer,Blog,Tablet,Edge,2024-01-23,0.3,2,6
d5373a50,Urgent_Seeker,Career Fair,Mobile,Safari,2024-02-03,0.8,7,12
3a550205,Career_Starter,University Portal,Desktop,Edge,2024-01-07,0.6,3,8
6885185b,Experience_Builder,Email Campaign,Desktop,Safari,2024-03-27,0.7,5,10
c0f05ed2,Experience_Builder,University Portal,Tablet,Edge,2024-03-06,0.7,5,10
95f25821,Career_Starter,Direct,Mobile,Safari,2024-03-23,0.6,3,8
1b50d26d,Experience_Builder,Direct,Desktop,Firefox,2024-03-18,0.7,5,10
f3c1616b,Skill_Explorer,University Portal,Mobile,Edge,2024-02-14,0.3,2,6
c28566fc,Urgent_Seeker,University Portal,Desktop,Edge,2024-02-08,0.8,7,12
3363742a,Urgent_Seeker,Google Search,Desktop,Other,2024-03-25,0.8,7,12
f3034cf5,Skill_Explorer,University Portal,Mobile,Chrome,2024-03-02,0.3,2,6
fcbbc362,Career_Starter,Career Fair,Mobile,Firefox,2024-02-05,0.6,3,8
7e054f89,Skill_Explorer,University Portal,Desktop,Safari,2024-03-07,0.3,2,6
0ae0482c,Experience_Builder,Direct,Tablet,Edge,2024-03-25,0.7,5,10
621694d4,Skill_Explorer,Social Media,Tablet,Chrome,2024-03-24,0.3,2,6
16b97084,Urgent_Seeker,University Portal,Mobile,Edge,2024-02-21,0.8,7,12
a79635fa,Urgent_Seeker,Direct,Tablet,Other,2024-01-25,0.8,7,12
ea98e6b5,Skill_Explorer,Email Campaign,Tablet,Other,2024-03-22,0.3,2,6
8ad60c3f,Urgent_Seeker,Career Fair,Tablet,Firefox,2024-01-22,0.8,7,12
21596e81,Experience_Builder,University Portal,Desktop,Edge,2024-01-17,0.7,5,10
9504b5e6,Skill_Explorer,Social Media,Tablet,Firefox,2024-03-24,0.3,2,6
4c37a795,Career_Starter,Email Campaign,Mobile,Safari,2024-02-09,0.6,3,8
180ceb49,Urgent_Seeker,Career Fair,Mobile,Firefox,2024-03-15,0.8,7,12
657f91d2,Skill_Explorer,Blog,Desktop,Edge,2024-01-07,0.3,2,6
53936bcf,Career_Starter,Blog,Desktop,Other,2024-01-16,0.6,3,8
0197c5c1,Urgent_Seeker,University Portal,Mobile,Chrome,2024-01-20,0.8,7,12
3a0cd7f9,Experience_Builder,Email Campaign,Mobile,Edge,2024-03-13,0.7,5,10
b4db55e6,Urgent_Seeker,Social Media,Mobile,Safari,2024-01-11,0.8,7,12
0e715453,Urgent_Seeker,Career Fair,Tablet,Safari,2024-02-10,0.8,7,12
0c1993ed,Career_Starter,Direct,Mobile,Firefox,2024-01-27,0.6,3,8
915ee1c9,Experience_Builder,Social Media,Mobile,Chrome,2024-01-17,0.7,5,10
16794be3,Urgent_Seeker,Referral,Mobile,Edge,2024-03-02,0.8,7,12
f227bc5d,Urgent_Seeker,Direct,Desktop,Other,2024-01-26,0.8,7,12
ead64181,Skill_Explorer,Direct,Mobile,Other,2024-01-25,0.3,2,6
05e0b53b,Career_Starter,Direct,Tablet,Safari,2024-01-29,0.6,3,8
14b98fbf,Skill_Explorer,University Portal,Desktop,Chrome,2024-02-19,0.3,2,6
f87c55af,Skill_Explorer,Social Media,Desktop,Chrome,2024-02-08,0.3,2,6
022615ae,Skill_Explorer,Blog,Tablet,Other,2024-03-17,0.3,2,6
4f258652,Skill_Explorer,Referral,Tablet,Safari,2024-02-13,0.3,2,6
f730f7e3,Urgent_Seeker,Career Fair,Desktop,Safari,2024-02-21,0.8,7,12
c1c745ff,Career_Starter,Email Campaign,Desktop,Safari,2024-01-28,0.6,3,8
402e8e96,Career_Starter,Social Media,Desktop,Firefox,2024-03-24,0.6,3,8
f45a9e87,Career_Starter,Referral,Tablet,Firefox,2024-03-09,0.6,3,8
81eaa1d4,Career_Starter,Direct,Tablet,Chrome,2024-03-24,0.6,3,8
f79844e3,Career_Starter,Direct,Tablet,Chrome,2024-02-23,0.6,3,8
a9215f23,Urgent_Seeker,Referral,Desktop,Other,2024-02-02,0.8,7,12
8a4d2ef4,Urgent_Seeker,Social Media,Desktop,Chrome,2024-02-08,0.8,7,12
613ce712,Urgent_Seeker,Google Search,Tablet,Other,2024-02-04,0.8,7,12
cf1e0857,Experience_Builder,Referral,Desktop,Other,2024-03-20,0.7,5,10
d541c264,Career_Starter,University Portal,Desktop,Chrome,2024-03-04,0.6,3,8
5fe221ba,Experience_Builder,Email Campaign,Mobile,Other,2024-01-26,0.7,5,10
5eeae738,Skill_Explorer,Referral,Mobile,Safari,2024-01-06,0.3,2,6
207bfe6c,Urgent_Seeker,Email Campaign,Tablet,Edge,2024-02-12,0.8,7,12
f014e123,Experience_Builder,Direct,Desktop,Chrome,2024-01-15,0.7,5,10
b7b87b64,Urgent_Seeker,Social Media,Desktop,Other,2024-01-10,0.8,7,12
4ed22bda,Career_Starter,University Portal,Tablet,Safari,2024-02-28,0.6,3,8
6879405c,Skill_Explorer,University Portal,Mobile,Chrome,2024-01-13,0.3,2,6
453ad78b,Experience_Builder,Direct,Mobile,Firefox,2024-03-27,0.7,5,10
58492518,Skill_Explorer,Referral,Tablet,Chrome,2024-01-13,0.3,2,6
33f1b8d8,Career_Starter,Direct,Desktop,Safari,2024-02-12,0.6,3,8
eb10530c,Skill_Explorer,Blog,Tablet,Firefox,2024-01-12,0.3,2,6
2b316204,Skill_Explorer,Career Fair,Desktop,Chrome,2024-02-21,0.3,2,6
1f8a2aa5,Urgent_Seeker,Blog,Mobile,Edge,2024-03-29,0.8,7,12
fd696ab9,Urgent_Seeker,Referral,Tablet,Safari,2024-01-15,0.8,7,12
26b01603,Experience_Builder,Direct,Desktop,Chrome,2024-02-23,0.7,5,10
ec89a050,Urgent_Seeker,Blog,Desktop,Other,2024-02-18,0.8,7,12
913b5c90,Skill_Explorer,Direct,Tablet,Safari,2024-03-02,0.3,2,6
f04cf4b2,Urgent_Seeker,Google Search,Mobile,Edge,2024-01-06,0.8,7,12
ac5773bc,Career_Starter,University Portal,Tablet,Firefox,2024-01-02,0.6,3,8
43f7d78a,Experience_Builder,Career Fair,Tablet,Other,2024-03-29,0.7,5,10
6577dd43,Career_Starter,Referral,Tablet,Safari,2024-03-02,0.6,3,8
c80c9d34,Skill_Explorer,Referral,Desktop,Other,2024-03-19,0.3,2,6
ec58202b,Career_Starter,Direct,Tablet,Safari,2024-03-05,0.6,3,8
54186517,Urgent_Seeker,Blog,Desktop,Chrome,2024-03-03,0.8,7,12
f7121e4f,Skill_Explorer,Email Campaign,Mobile,Firefox,2024-01-07,0.3,2,6
1c675065,Experience_Builder,Referral,Mobile,Safari,2024-01-11,0.7,5,10
c140f55f,Urgent_Seeker,Blog,Tablet,Edge,2024-01-12,0.8,7,12
c749ab8b,Urgent_Seeker,Blog,Mobile,Chrome,2024-03-04,0.8,7,12
989c1eab,Career_Starter,Google Search,Mobile,Edge,2024-01-05,0.6,3,8
80ef9c53,Career_Starter,Google Search,Tablet,Other,2024-03-22,0.6,3,8
38d5692f,Skill_Explorer,Email Campaign,Tablet,Edge,2024-02-13,0.3,2,6
eec38c2b,Skill_Explorer,Direct,Desktop,Edge,2024-02-12,0.3,2,6
8d7b08d3,Urgent_Seeker,Career Fair,Tablet,Edge,2024-01-15,0.8,7,12
3d84aae4,Career_Starter,Email Campaign,Desktop,Firefox,2024-02-15,0.6,3,8
f3796ed8,Skill_Explorer,Career Fair,Tablet,Chrome,2024-01-06,0.3,2,6
aa1f0651,Experience_Builder,Blog,Desktop,Edge,2024-01-14,0.7,5,10
f7eeeaad,Skill_Explorer,Email Campaign,Desktop,Chrome,2024-02-20,0.3,2,6
87c8f1b3,Experience_Builder,Blog,Desktop,Firefox,2024-01-14,0.7,5,10
79673042,Urgent_Seeker,Direct,Tablet,Other,2024-01-16,0.8,7,12
bff6db6f,Urgent_Seeker,Blog,Tablet,Other,2024-03-05,0.8,7,12
fed4c539,Experience_Builder,Blog,Desktop,Other,2024-01-07,0.7,5,10
1f89fdf7,Urgent_Seeker,Blog,Tablet,Safari,2024-03-29,0.8,7,12
21709dd7,Experience_Builder,Social Media,Desktop,Edge,2024-03-25,0.7,5,10
9c15f3d8,Skill_Explorer,Referral,Mobile,Other,2024-03-29,0.3,2,6
696c2704,Experience_Builder,University Portal,Mobile,Firefox,2024-02-07,0.7,5,10
21d7e643,Urgent_Seeker,Social Media,Desktop,Edge,2024-03-18,0.8,7,12
294c0c4e,Skill_Explorer,Career Fair,Tablet,Other,2024-03-21,0.3,2,6
bb104d02,Experience_Builder,Email Campaign,Desktop,Other,2024-02-07,0.7,5,10
c404a499,Skill_Explorer,Social Media,Tablet,Safari,2024-03-05,0.3,2,6
a8e8481a,Skill_Explorer,Google Search,Mobile,Other,2024-03-02,0.3,2,6
d8d25d52,Urgent_Seeker,University Portal,Mobile,Chrome,2024-03-07,0.8,7,12
c53c7810,Career_Starter,Direct,Mobile,Safari,2024-01-07,0.6,3,8
dd06efc4,Career_Starter,Email Campaign,Mobile,Safari,2024-02-06,0.6,3,8
6e74b2c1,Skill_Explorer,Social Media,Desktop,Firefox,2024-01-27,0.3,2,6
2ddbfb8c,Career_Starter,Career Fair,Mobile,Chrome,2024-03-19,0.6,3,8
a10b2279,Experience_Builder,Referral,Desktop,Other,2024-03-30,0.7,5,10
91bc1ef1,Skill_Explorer,Direct,Mobile,Edge,2024-02-23,0.3,2,6
bf33fc56,Skill_Explorer,Direct,Desktop,Firefox,2024-01-26,0.3,2,6
3652dc18,Urgent_Seeker,Email Campaign,Tablet,Firefox,2024-03-16,0.8,7,12
d9b9b45a,Experience_Builder,Email Campaign,Mobile,Edge,2024-01-23,0.7,5,10
6426c53b,Career_Starter,Social Media,Desktop,Other,2024-01-16,0.6,3,8
8277be39,Urgent_Seeker,Direct,Mobile,Firefox,2024-03-12,0.8,7,12
bf217031,Skill_Explorer,Social Media,Desktop,Other,2024-02-02,0.3,2,6
c1814bcc,Career_Starter,Career Fair,Mobile,Safari,2024-01-06,0.6,3,8
8eb14336,Experience_Builder,Career Fair,Tablet,Chrome,2024-03-21,0.7,5,10
510b2e4c,Skill_Explorer,Blog,Tablet,Other,2024-02-15,0.3,2,6
3a31f91c,Career_Starter,Career Fair,Tablet,Safari,2024-01-24,0.6,3,8
ca5f0585,Career_Starter,Social Media,Mobile,Other,2024-03-09,0.6,3,8
d05b2026,Urgent_Seeker,Google Search,Mobile,Safari,2024-01-28,0.8,7,12
ac00723d,Skill_Explorer,Career Fair,Mobile,Firefox,2024-01-28,0.3,2,6
fcee8294,Urgent_Seeker,Direct,Desktop,Firefox,2024-02-27,0.8,7,12
8d5671c4,Experience_Builder,Email Campaign,Desktop,Firefox,2024-02-18,0.7,5,10
d2ed6597,Career_Starter,Referral,Mobile,Other,2024-02-06,0.6,3,8
eff34c1b,Career_Starter,Career Fair,Tablet,Other,2024-02-27,0.6,3,8
9d3e2715,Urgent_Seeker,Direct,Mobile,Safari,2024-02-11,0.8,7,12
a5bcf81a,Career_Starter,Google Search,Desktop,Other,2024-03-09,0.6,3,8
7dd62ad3,Career_Starter,Google Search,Desktop,Safari,2024-03-28,0.6,3,8
7c93598d,Urgent_Seeker,Google Search,Desktop,Other,2024-03-30,0.8,7,12
de51dad4,Urgent_Seeker,Google Search,Tablet,Safari,2024-01-04,0.8,7,12
a939ef52,Urgent_Seeker,Career Fair,Desktop,Chrome,2024-01-10,0.8,7,12
fa65b833,Career_Starter,Social Media,Mobile,Other,2024-01-10,0.6,3,8
c66da538,Experience_Builder,University Portal,Mobile,Edge,2024-02-27,0.7,5,10
14d63774,Urgent_Seeker,Referral,Mobile,Chrome,2024-02-19,0.8,7,12
c96e92aa,Career_Starter,Direct,Tablet,Other,2024-01-09,0.6,3,8
aaed65af,Career_Starter,Google Search,Mobile,Other,2024-01-14,0.6,3,8
c8ad25a4,Skill_Explorer,University Portal,Tablet,Chrome,2024-02-06,0.3,2,6
6c7de3b2,Urgent_Seeker,Referral,Mobile,Chrome,2024-03-01,0.8,7,12
4c93f13a,Experience_Builder,Email Campaign,Desktop,Edge,2024-03-10,0.7,5,10
fad4c662,Skill_Explorer,Social Media,Mobile,Firefox,2024-01-02,0.3,2,6
11e88a87,Experience_Builder,Google Search,Desktop,Chrome,2024-03-14,0.7,5,10
f4966bf8,Urgent_Seeker,Google Search,Mobile,Safari,2024-02-14,0.8,7,12
02226b4d,Experience_Builder,Referral,Tablet,Other,2024-01-19,0.7,5,10
f8e1be81,Experience_Builder,Social Media,Desktop,Other,2024-02-02,0.7,5,10
2eafc7f1,Experience_Builder,Google Search,Desktop,Other,2024-01-07,0.7,5,10
b991e7c5,Urgent_Seeker,Google Search,Mobile,Chrome,2024-02-02,0.8,7,12
217b8fdf,Career_Starter,Email Campaign,Tablet,Other,2024-03-03,0.6,3,8
550b489e,Skill_Explorer,Career Fair,Desktop,Safari,2024-01-13,0.3,2,6
120ffe56,Skill_Explorer,Google Search,Desktop,Firefox,2024-03-03,0.3,2,6
c346aa18,Urgent_Seeker,Career Fair,Tablet,Firefox,2024-03-29,0.8,7,12
a27d6b31,Experience_Builder,Career Fair,Mobile,Edge,2024-01-22,0.7,5,10
773d47c7,Career_Starter,Career Fair,Desktop,Safari,2024-03-23,0.6,3,8
a627e303,Urgent_Seeker,University Portal,Mobile,Safari,2024-03-27,0.8,7,12
18e1cd62,Skill_Explorer,Blog,Mobile,Edge,2024-02-15,0.3,2,6
409b347e,Skill_Explorer,Blog,Tablet,Chrome,2024-01-23,0.3,2,6
19ba51c8,Career_Starter,University Portal,Desktop,Other,2024-01-26,0.6,3,8
a10137df,Skill_Explorer,Google Search,Tablet,Chrome,2024-01-03,0.3,2,6
85e4edf1,Career_Starter,Referral,Tablet,Safari,2024-01-05,0.6,3,8
97c7e31a,Skill_Explorer,Blog,Tablet,Safari,2024-02-16,0.3,2,6
6057c56d,Urgent_Seeker,Email Campaign,Tablet,Firefox,2024-01-18,0.8,7,12
a0b81ce7,Urgent_Seeker,Google Search,Mobile,Firefox,2024-03-05,0.8,7,12
e16de5cf,Career_Starter,Email Campaign,Tablet,Safari,2024-03-06,0.6,3,8
5746b16e,Experience_Builder,Blog,Desktop,Safari,2024-03-13,0.7,5,10
67518377,Experience_Builder,Blog,Mobile,Chrome,2024-01-29,0.7,5,10
c42da735,Urgent_Seeker,Email Campaign,Desktop,Firefox,2024-02-17,0.8,7,12
2fa34fd8,Experience_Builder,Direct,Tablet,Safari,2024-03-07,0.7,5,10
3ebfab58,Skill_Explorer,Referral,Mobile,Edge,2024-01-06,0.3,2,6
0eb82aed,Career_Starter,Career Fair,Desktop,Other,2024-03-22,0.6,3,8
b52a702a,Skill_Explorer,University Portal,Tablet,Other,2024-03-13,0.3,2,6
9eaaa97b,Experience_Builder,Referral,Tablet,Edge,2024-02-16,0.7,5,10
91751fc4,Career_Starter,University Portal,Mobile,Safari,2024-03-07,0.6,3,8
392cebf2,Urgent_Seeker,Career Fair,Mobile,Edge,2024-03-02,0.8,7,12
bea591fd,Career_Starter,Social Media,Mobile,Safari,2024-01-30,0.6,3,8
a305a93a,Career_Starter,University Portal,Desktop,Safari,2024-01-24,0.6,3,8
bf280d7f,Experience_Builder,Career Fair,Tablet,Chrome,2024-03-25,0.7,5,10
848ec699,Experience_Builder,Referral,Mobile,Chrome,2024-03-02,0.7,5,10
059dd546,Urgent_Seeker,Blog,Desktop,Other,2024-01-21,0.8,7,12
16ced2ea,Urgent_Seeker,Direct,Desktop,Chrome,2024-01-17,0.8,7,12
1c403ebb,Experience_Builder,Social Media,Tablet,Other,2024-01-06,0.7,5,10
3803f44c,Experience_Builder,Direct,Desktop,Firefox,2024-01-24,0.7,5,10
7ee73d02,Urgent_Seeker,Direct,Tablet,Firefox,2024-01-11,0.8,7,12
6542ab12,Experience_Builder,Blog,Tablet,Edge,2024-03-02,0.7,5,10
9aaf5ffd,Experience_Builder,Email Campaign,Mobile,Other,2024-01-19,0.7,5,10
2d8b90a8,Experience_Builder,University Portal,Desktop,Firefox,2024-02-28,0.7,5,10
e0314aee,Career_Starter,Email Campaign,Mobile,Edge,2024-01-17,0.6,3,8
4c24e85a,Career_Starter,Direct,Desktop,Other,2024-03-05,0.6,3,8
8a2d12cc,Urgent_Seeker,Social Media,Tablet,Chrome,2024-01-23,0.8,7,12
28909c08,Urgent_Seeker,Direct,Tablet,Other,2024-01-16,0.8,7,12
6479f3cf,Career_Starter,Blog,Tablet,Safari,2024-03-18,0.6,3,8
5bd0ca21,Career_Starter,Referral,Tablet,Edge,2024-02-17,0.6,3,8
f973002c,Career_Starter,Referral,Desktop,Edge,2024-02-18,0.6,3,8
0200793e,Skill_Explorer,Google Search,Mobile,Safari,2024-02-02,0.3,2,6
7c9e2396,Urgent_Seeker,Email Campaign,Desktop,Firefox,2024-03-17,0.8,7,12
448149c6,Urgent_Seeker,University Portal,Desktop,Chrome,2024-01-01,0.8,7,12
9f1bdaa7,Career_Starter,Direct,Mobile,Safari,2024-03-29,0.6,3,8
14843d38,Skill_Explorer,Referral,Mobile,Chrome,2024-01-20,0.3,2,6
40d5d38a,Urgent_Seeker,University Portal,Mobile,Other,2024-02-24,0.8,7,12
296b2c20,Skill_Explorer,University Portal,Tablet,Edge,2024-01-27,0.3,2,6
d3e7132b,Urgent_Seeker,Blog,Desktop,Firefox,2024-03-12,0.8,7,12
ffda5b8a,Urgent_Seeker,University Portal,Mobile,Other,2024-02-14,0.8,7,12
a7aa53c5,Urgent_Seeker,Social Media,Tablet,Chrome,2024-01-30,0.8,7,12
bb9b9c03,Urgent_Seeker,Social Media,Desktop,Safari,2024-03-06,0.8,7,12
d13279a6,Urgent_Seeker,Career Fair,Tablet,Other,2024-03-30,0.8,7,12
3b9886a8,Career_Starter,Social Media,Mobile,Chrome,2024-01-12,0.6,3,8
f332b56d,Experience_Builder,Blog,Tablet,Edge,2024-01-12,0.7,5,10
b7cd7234,Career_Starter,University Portal,Desktop,Firefox,2024-01-11,0.6,3,8
0007d03a,Career_Starter,Referral,Mobile,Other,2024-03-24,0.6,3,8
e3f31945,Skill_Explorer,Direct,Desktop,Edge,2024-02-26,0.3,2,6
325c64d8,Career_Starter,Email Campaign,Tablet,Other,2024-02-06,0.6,3,8
07f99da5,Experience_Builder,Direct,Tablet,Other,2024-03-07,0.7,5,10
745c5a70,Experience_Builder,Social Media,Tablet,Chrome,2024-02-16,0.7,5,10
73b5449a,Experience_Builder,Direct,Desktop,Chrome,2024-02-05,0.7,5,10
8bbf8496,Urgent_Seeker,Career Fair,Tablet,Edge,2024-02-21,0.8,7,12
e3b8a3ac,Experience_Builder,Direct,Tablet,Chrome,2024-01-12,0.7,5,10
b5dad7c8,Skill_Explorer,Career Fair,Mobile,Firefox,2024-01-29,0.3,2,6
29620f32,Experience_Builder,Blog,Mobile,Other,2024-01-01,0.7,5,10
0f41d76b,Skill_Explorer,Social Media,Mobile,Other,2024-01-14,0.3,2,6
69937247,Career_Starter,University Portal,Mobile,Chrome,2024-03-06,0.6,3,8
8ddf7ca6,Skill_Explorer,University Portal,Tablet,Edge,2024-02-18,0.3,2,6
645761ba,Urgent_Seeker,Email Campaign,Mobile,Edge,2024-03-28,0.8,7,12
882fb42d,Urgent_Seeker,Direct,Mobile,Chrome,2024-02-03,0.8,7,12
86f32505,Career_Starter,Referral,Tablet,Safari,2024-03-27,0.6,3,8
9462ff16,Experience_Builder,Career Fair,Mobile,Firefox,2024-03-07,0.7,5,10
9560ad2a,Career_Starter,University Portal,Desktop,Firefox,2024-01-12,0.6,3,8
16d0907e,Urgent_Seeker,Career Fair,Desktop,Other,2024-01-23,0.8,7,12
20cca26b,Urgent_Seeker,Career Fair,Mobile,Safari,2024-03-14,0.8,7,12
115eadf5,Skill_Explorer,Social Media,Tablet,Safari,2024-03-04,0.3,2,6
de8e0f77,Experience_Builder,Email Campaign,Tablet,Safari,2024-02-03,0.7,5,10
811eefd4,Experience_Builder,Email Campaign,Desktop,Safari,2024-03-20,0.7,5,10
a420605f,Skill_Explorer,Social Media,Desktop,Chrome,2024-01-11,0.3,2,6
1e4cb454,Urgent_Seeker,Direct,Tablet,Chrome,2024-03-02,0.8,7,12
b2009e73,Skill_Explorer,Career Fair,Mobile,Other,2024-02-05,0.3,2,6
bda73d9a,Urgent_Seeker,Social Media,Tablet,Firefox,2024-02-20,0.8,7,12
4586bd71,Experience_Builder,Social Media,Desktop,Other,2024-02-24,0.7,5,10
9b0913eb,Urgent_Seeker,Direct,Tablet,Firefox,2024-02-20,0.8,7,12
af57741f,Experience_Builder,Blog,Desktop,Other,2024-02-28,0.7,5,10
ea51d619,Skill_Explorer,Direct,Desktop,Safari,2024-02-18,0.3,2,6
8fa20735,Career_Starter,Career Fair,Mobile,Other,2024-02-03,0.6,3,8
da6201a9,Experience_Builder,University Portal,Desktop,Firefox,2024-03-01,0.7,5,10
