user_id,session_id,funnel_stage,pages_viewed,application_submitted
6c7de3b2,6c7de3b2_S01,Application,14,True
6c7de3b2,6c7de3b2_S02,Application,10,True
6c7de3b2,6c7de3b2_S03,Application,15,True
6c7de3b2,6c7de3b2_S04,Application,14,True
4c93f13a,4c93f13a_S01,Evaluation,8,True
4c93f13a,4c93f13a_S02,Application,9,True
4c93f13a,4c93f13a_S03,Application,7,True
4c93f13a,4c93f13a_S04,Application,11,True
4c93f13a,4c93f13a_S05,Application,8,True
4c93f13a,4c93f13a_S06,Application,13,True
fad4c662,fad4c662_S01,Application,8,False
11e88a87,11e88a87_S01,Application,19,True
11e88a87,11e88a87_S02,Application,9,True
11e88a87,11e88a87_S03,Application,12,True
11e88a87,11e88a87_S04,Application,9,True
11e88a87,11e88a87_S05,Application,12,True
11e88a87,11e88a87_S06,Application,9,True
f4966bf8,f4966bf8_S01,Application,7,True
f4966bf8,f4966bf8_S02,Application,11,True
f4966bf8,f4966bf8_S03,Application,10,True
f4966bf8,f4966bf8_S04,Application,16,True
f4966bf8,f4966bf8_S05,Application,9,True
f4966bf8,f4966bf8_S06,Application,16,True
f4966bf8,f4966bf8_S07,Application,8,True
f4966bf8,f4966bf8_S08,Application,12,True
f4966bf8,f4966bf8_S09,Application,13,True
02226b4d,02226b4d_S01,Application,11,True
02226b4d,02226b4d_S02,Application,10,True
02226b4d,02226b4d_S03,Application,12,True
02226b4d,02226b4d_S04,Application,7,True
f8e1be81,f8e1be81_S01,Application,8,False
f8e1be81,f8e1be81_S02,Application,7,True
f8e1be81,f8e1be81_S03,Application,12,True
2eafc7f1,2eafc7f1_S01,Application,11,False
b991e7c5,b991e7c5_S01,Awareness,10,True
b991e7c5,b991e7c5_S02,Application,10,True
b991e7c5,b991e7c5_S03,Application,10,True
b991e7c5,b991e7c5_S04,Application,10,True
b991e7c5,b991e7c5_S05,Application,10,True
b991e7c5,b991e7c5_S06,Application,12,True
b991e7c5,b991e7c5_S07,Application,20,True
b991e7c5,b991e7c5_S08,Application,15,True
b991e7c5,b991e7c5_S09,Application,11,True
217b8fdf,217b8fdf_S01,Evaluation,7,False
217b8fdf,217b8fdf_S02,Application,12,False
217b8fdf,217b8fdf_S03,Application,9,True
217b8fdf,217b8fdf_S04,Application,9,True
217b8fdf,217b8fdf_S05,Application,8,True
217b8fdf,217b8fdf_S06,Application,6,True
550b489e,550b489e_S01,Evaluation,6,False
120ffe56,120ffe56_S01,Consideration,7,False
120ffe56,120ffe56_S02,Application,5,False
c346aa18,c346aa18_S01,Awareness,10,False
c346aa18,c346aa18_S02,Evaluation,14,False
c346aa18,c346aa18_S03,Application,11,True
c346aa18,c346aa18_S04,Application,18,True
c346aa18,c346aa18_S05,Application,9,True
c346aa18,c346aa18_S06,Application,17,True
c346aa18,c346aa18_S07,Application,8,True
a27d6b31,a27d6b31_S01,Awareness,10,False
a27d6b31,a27d6b31_S02,Application,4,True
a27d6b31,a27d6b31_S03,Application,5,True
a27d6b31,a27d6b31_S04,Application,9,True
a27d6b31,a27d6b31_S05,Application,14,True
a27d6b31,a27d6b31_S06,Application,9,True
773d47c7,773d47c7_S01,Application,10,True
773d47c7,773d47c7_S02,Application,13,True
a627e303,a627e303_S01,Evaluation,10,True
a627e303,a627e303_S02,Application,10,True
a627e303,a627e303_S03,Application,8,True
a627e303,a627e303_S04,Application,11,True
a627e303,a627e303_S05,Application,12,True
18e1cd62,18e1cd62_S01,Application,8,False
409b347e,409b347e_S01,Evaluation,6,False
409b347e,409b347e_S02,Application,5,False
19ba51c8,19ba51c8_S01,Awareness,6,True
19ba51c8,19ba51c8_S02,Application,6,True
a10137df,a10137df_S01,Awareness,3,False
a10137df,a10137df_S02,Application,7,False
a10137df,a10137df_S03,Application,5,False
a10137df,a10137df_S04,Application,6,True
85e4edf1,85e4edf1_S01,Evaluation,5,False
85e4edf1,85e4edf1_S02,Application,4,False
85e4edf1,85e4edf1_S03,Application,8,False
97c7e31a,97c7e31a_S01,Awareness,6,False
97c7e31a,97c7e31a_S02,Application,9,False
97c7e31a,97c7e31a_S03,Application,9,False
97c7e31a,97c7e31a_S04,Application,3,False
6057c56d,6057c56d_S01,Application,10,True
6057c56d,6057c56d_S02,Application,11,True
6057c56d,6057c56d_S03,Application,13,True
6057c56d,6057c56d_S04,Application,8,True
a0b81ce7,a0b81ce7_S01,Application,14,True
a0b81ce7,a0b81ce7_S02,Application,13,True
a0b81ce7,a0b81ce7_S03,Application,12,True
a0b81ce7,a0b81ce7_S04,Application,21,True
a0b81ce7,a0b81ce7_S05,Application,16,True
a0b81ce7,a0b81ce7_S06,Application,13,True
e16de5cf,e16de5cf_S01,Application,9,False
5746b16e,5746b16e_S01,Evaluation,9,False
5746b16e,5746b16e_S02,Application,12,True
5746b16e,5746b16e_S03,Application,7,True
67518377,67518377_S01,Awareness,5,False
67518377,67518377_S02,Application,9,False
67518377,67518377_S03,Application,12,True
67518377,67518377_S04,Application,11,True
67518377,67518377_S05,Application,12,True
c42da735,c42da735_S01,Application,12,True
c42da735,c42da735_S02,Application,15,True
c42da735,c42da735_S03,Application,13,True
c42da735,c42da735_S04,Application,10,True
c42da735,c42da735_S05,Application,8,True
c42da735,c42da735_S06,Application,10,True
c42da735,c42da735_S07,Application,20,True
c42da735,c42da735_S08,Application,12,True
2fa34fd8,2fa34fd8_S01,Application,10,True
2fa34fd8,2fa34fd8_S02,Application,12,True
2fa34fd8,2fa34fd8_S03,Application,16,True
3ebfab58,3ebfab58_S01,Consideration,9,True
3ebfab58,3ebfab58_S02,Evaluation,4,True
3ebfab58,3ebfab58_S03,Application,10,True
3ebfab58,3ebfab58_S04,Application,10,True
3ebfab58,3ebfab58_S05,Application,6,True
3ebfab58,3ebfab58_S06,Application,4,True
0eb82aed,0eb82aed_S01,Evaluation,4,False
0eb82aed,0eb82aed_S02,Application,11,True
0eb82aed,0eb82aed_S03,Application,7,True
b52a702a,b52a702a_S01,Awareness,8,False
b52a702a,b52a702a_S02,Awareness,4,True
b52a702a,b52a702a_S03,Evaluation,5,True
b52a702a,b52a702a_S04,Application,9,True
b52a702a,b52a702a_S05,Application,8,True
b52a702a,b52a702a_S06,Application,8,True
9eaaa97b,9eaaa97b_S01,Awareness,11,False
9eaaa97b,9eaaa97b_S02,Application,10,True
91751fc4,91751fc4_S01,Application,12,False
91751fc4,91751fc4_S02,Application,2,False
392cebf2,392cebf2_S01,Application,17,True
392cebf2,392cebf2_S02,Application,15,True
392cebf2,392cebf2_S03,Application,16,True
392cebf2,392cebf2_S04,Application,13,True
392cebf2,392cebf2_S05,Application,14,True
392cebf2,392cebf2_S06,Application,11,True
392cebf2,392cebf2_S07,Application,9,True
392cebf2,392cebf2_S08,Application,12,True
bea591fd,bea591fd_S01,Awareness,4,False
bea591fd,bea591fd_S02,Awareness,7,False
bea591fd,bea591fd_S03,Application,10,False
a305a93a,a305a93a_S01,Awareness,9,True
a305a93a,a305a93a_S02,Application,5,True
a305a93a,a305a93a_S03,Application,8,True
bf280d7f,bf280d7f_S01,Application,12,True
bf280d7f,bf280d7f_S02,Application,5,True
bf280d7f,bf280d7f_S03,Application,13,True
bf280d7f,bf280d7f_S04,Application,6,True
bf280d7f,bf280d7f_S05,Application,7,True
848ec699,848ec699_S01,Awareness,13,True
848ec699,848ec699_S02,Awareness,6,True
848ec699,848ec699_S03,Application,12,True
848ec699,848ec699_S04,Application,4,True
059dd546,059dd546_S01,Application,15,True
059dd546,059dd546_S02,Application,12,True
16ced2ea,16ced2ea_S01,Awareness,8,True
16ced2ea,16ced2ea_S02,Application,10,True
16ced2ea,16ced2ea_S03,Application,9,True
16ced2ea,16ced2ea_S04,Application,9,True
16ced2ea,16ced2ea_S05,Application,11,True
16ced2ea,16ced2ea_S06,Application,15,True
16ced2ea,16ced2ea_S07,Application,8,True
16ced2ea,16ced2ea_S08,Application,9,True
16ced2ea,16ced2ea_S09,Application,15,True
1c403ebb,1c403ebb_S01,Application,12,False
1c403ebb,1c403ebb_S02,Application,9,True
1c403ebb,1c403ebb_S03,Application,11,True
1c403ebb,1c403ebb_S04,Application,9,True
3803f44c,3803f44c_S01,Application,7,True
3803f44c,3803f44c_S02,Application,13,True
7ee73d02,7ee73d02_S01,Evaluation,11,False
7ee73d02,7ee73d02_S02,Application,12,True
7ee73d02,7ee73d02_S03,Application,14,True
7ee73d02,7ee73d02_S04,Application,13,True
7ee73d02,7ee73d02_S05,Application,6,True
7ee73d02,7ee73d02_S06,Application,15,True
7ee73d02,7ee73d02_S07,Application,15,True
6542ab12,6542ab12_S01,Application,8,False
6542ab12,6542ab12_S02,Application,9,True
6542ab12,6542ab12_S03,Application,11,True
6542ab12,6542ab12_S04,Application,8,True
6542ab12,6542ab12_S05,Application,5,True
6542ab12,6542ab12_S06,Application,9,True
6542ab12,6542ab12_S07,Application,13,True
9aaf5ffd,9aaf5ffd_S01,Evaluation,5,False
9aaf5ffd,9aaf5ffd_S02,Application,5,False
9aaf5ffd,9aaf5ffd_S03,Application,14,True
9aaf5ffd,9aaf5ffd_S04,Application,10,True
2d8b90a8,2d8b90a8_S01,Application,11,True
2d8b90a8,2d8b90a8_S02,Application,11,True
2d8b90a8,2d8b90a8_S03,Application,7,True
2d8b90a8,2d8b90a8_S04,Application,12,True
2d8b90a8,2d8b90a8_S05,Application,8,True
2d8b90a8,2d8b90a8_S06,Application,14,True
e0314aee,e0314aee_S01,Consideration,6,True
e0314aee,e0314aee_S02,Consideration,5,True
e0314aee,e0314aee_S03,Evaluation,9,True
e0314aee,e0314aee_S04,Application,11,True
4c24e85a,4c24e85a_S01,Application,11,False
4c24e85a,4c24e85a_S02,Application,10,True
8a2d12cc,8a2d12cc_S01,Application,20,False
8a2d12cc,8a2d12cc_S02,Application,9,True
8a2d12cc,8a2d12cc_S03,Application,9,True
8a2d12cc,8a2d12cc_S04,Application,13,True
8a2d12cc,8a2d12cc_S05,Application,9,True
8a2d12cc,8a2d12cc_S06,Application,10,True
8a2d12cc,8a2d12cc_S07,Application,13,True
8a2d12cc,8a2d12cc_S08,Application,10,True
8a2d12cc,8a2d12cc_S09,Application,17,True
8a2d12cc,8a2d12cc_S10,Application,17,True
28909c08,28909c08_S01,Consideration,4,False
28909c08,28909c08_S02,Evaluation,10,False
28909c08,28909c08_S03,Application,12,True
28909c08,28909c08_S04,Application,13,True
28909c08,28909c08_S05,Application,14,True
28909c08,28909c08_S06,Application,10,True
28909c08,28909c08_S07,Application,12,True
28909c08,28909c08_S08,Application,13,True
28909c08,28909c08_S09,Application,14,True
28909c08,28909c08_S10,Application,15,True
28909c08,28909c08_S11,Application,12,True
6479f3cf,6479f3cf_S01,Application,7,False
6479f3cf,6479f3cf_S02,Application,6,False
5bd0ca21,5bd0ca21_S01,Awareness,6,False
5bd0ca21,5bd0ca21_S02,Application,9,True
f973002c,f973002c_S01,Application,8,False
f973002c,f973002c_S02,Application,10,True
0200793e,0200793e_S01,Awareness,4,False
0200793e,0200793e_S02,Awareness,3,False
7c9e2396,7c9e2396_S01,Awareness,12,True
7c9e2396,7c9e2396_S02,Application,10,True
7c9e2396,7c9e2396_S03,Application,8,True
7c9e2396,7c9e2396_S04,Application,4,True
7c9e2396,7c9e2396_S05,Application,15,True
7c9e2396,7c9e2396_S06,Application,15,True
7c9e2396,7c9e2396_S07,Application,16,True
448149c6,448149c6_S01,Awareness,11,False
448149c6,448149c6_S02,Application,9,True
448149c6,448149c6_S03,Application,11,True
448149c6,448149c6_S04,Application,13,True
448149c6,448149c6_S05,Application,12,True
9f1bdaa7,9f1bdaa7_S01,Evaluation,4,False
9f1bdaa7,9f1bdaa7_S02,Application,11,False
14843d38,14843d38_S01,Evaluation,6,False
14843d38,14843d38_S02,Evaluation,5,False
14843d38,14843d38_S03,Application,6,False
14843d38,14843d38_S04,Application,2,False
40d5d38a,40d5d38a_S01,Consideration,11,False
40d5d38a,40d5d38a_S02,Evaluation,6,False
40d5d38a,40d5d38a_S03,Application,15,True
40d5d38a,40d5d38a_S04,Application,12,True
40d5d38a,40d5d38a_S05,Application,7,True
40d5d38a,40d5d38a_S06,Application,15,True
40d5d38a,40d5d38a_S07,Application,8,True
296b2c20,296b2c20_S01,Awareness,5,False
296b2c20,296b2c20_S02,Evaluation,5,False
296b2c20,296b2c20_S03,Application,7,True
296b2c20,296b2c20_S04,Application,2,True
d3e7132b,d3e7132b_S01,Awareness,9,True
d3e7132b,d3e7132b_S02,Application,6,True
d3e7132b,d3e7132b_S03,Application,15,True
d3e7132b,d3e7132b_S04,Application,17,True
ffda5b8a,ffda5b8a_S01,Application,14,False
ffda5b8a,ffda5b8a_S02,Application,10,False
ffda5b8a,ffda5b8a_S03,Application,9,False
ffda5b8a,ffda5b8a_S04,Application,14,True
ffda5b8a,ffda5b8a_S05,Application,8,True
ffda5b8a,ffda5b8a_S06,Application,11,True
ffda5b8a,ffda5b8a_S07,Application,7,True
ffda5b8a,ffda5b8a_S08,Application,12,True
a7aa53c5,a7aa53c5_S01,Application,15,True
a7aa53c5,a7aa53c5_S02,Application,13,True
a7aa53c5,a7aa53c5_S03,Application,11,True
bb9b9c03,bb9b9c03_S01,Application,13,True
bb9b9c03,bb9b9c03_S02,Application,12,True
bb9b9c03,bb9b9c03_S03,Application,9,True
bb9b9c03,bb9b9c03_S04,Application,15,True
bb9b9c03,bb9b9c03_S05,Application,15,True
bb9b9c03,bb9b9c03_S06,Application,11,True
bb9b9c03,bb9b9c03_S07,Application,7,True
bb9b9c03,bb9b9c03_S08,Application,11,True
bb9b9c03,bb9b9c03_S09,Application,11,True
d13279a6,d13279a6_S01,Application,11,True
d13279a6,d13279a6_S02,Application,9,True
d13279a6,d13279a6_S03,Application,12,True
d13279a6,d13279a6_S04,Application,13,True
d13279a6,d13279a6_S05,Application,6,True
d13279a6,d13279a6_S06,Application,6,True
d13279a6,d13279a6_S07,Application,15,True
3b9886a8,3b9886a8_S01,Application,10,False
3b9886a8,3b9886a8_S02,Application,8,True
f332b56d,f332b56d_S01,Awareness,2,False
f332b56d,f332b56d_S02,Awareness,6,True
f332b56d,f332b56d_S03,Application,7,True
f332b56d,f332b56d_S04,Application,7,True
b7cd7234,b7cd7234_S01,Awareness,8,True
b7cd7234,b7cd7234_S02,Application,7,True
b7cd7234,b7cd7234_S03,Application,10,True
0007d03a,0007d03a_S01,Awareness,3,False
e3f31945,e3f31945_S01,Awareness,10,False
325c64d8,325c64d8_S01,Awareness,9,False
07f99da5,07f99da5_S01,Application,9,False
07f99da5,07f99da5_S02,Application,10,False
07f99da5,07f99da5_S03,Application,5,True
07f99da5,07f99da5_S04,Application,8,True
07f99da5,07f99da5_S05,Application,5,True
07f99da5,07f99da5_S06,Application,14,True
745c5a70,745c5a70_S01,Awareness,12,True
745c5a70,745c5a70_S02,Application,8,True
745c5a70,745c5a70_S03,Application,15,True
745c5a70,745c5a70_S04,Application,12,True
745c5a70,745c5a70_S05,Application,12,True
745c5a70,745c5a70_S06,Application,13,True
745c5a70,745c5a70_S07,Application,18,True
745c5a70,745c5a70_S08,Application,7,True
73b5449a,73b5449a_S01,Awareness,5,True
73b5449a,73b5449a_S02,Application,9,True
73b5449a,73b5449a_S03,Application,14,True
8bbf8496,8bbf8496_S01,Application,10,True
8bbf8496,8bbf8496_S02,Application,10,True
8bbf8496,8bbf8496_S03,Application,11,True
8bbf8496,8bbf8496_S04,Application,7,True
8bbf8496,8bbf8496_S05,Application,13,True
8bbf8496,8bbf8496_S06,Application,13,True
8bbf8496,8bbf8496_S07,Application,16,True
8bbf8496,8bbf8496_S08,Application,14,True
8bbf8496,8bbf8496_S09,Application,10,True
8bbf8496,8bbf8496_S10,Application,9,True
e3b8a3ac,e3b8a3ac_S01,Evaluation,9,False
e3b8a3ac,e3b8a3ac_S02,Application,7,True
e3b8a3ac,e3b8a3ac_S03,Application,18,True
b5dad7c8,b5dad7c8_S01,Awareness,3,False
29620f32,29620f32_S01,Evaluation,10,False
29620f32,29620f32_S02,Application,6,True
29620f32,29620f32_S03,Application,11,True
29620f32,29620f32_S04,Application,9,True
29620f32,29620f32_S05,Application,15,True
0f41d76b,0f41d76b_S01,Consideration,5,False
0f41d76b,0f41d76b_S02,Application,5,False
0f41d76b,0f41d76b_S03,Application,7,False
69937247,69937247_S01,Application,11,False
69937247,69937247_S02,Application,8,True
69937247,69937247_S03,Application,6,True
8ddf7ca6,8ddf7ca6_S01,Awareness,7,False
8ddf7ca6,8ddf7ca6_S02,Awareness,5,False
645761ba,645761ba_S01,Application,11,True
645761ba,645761ba_S02,Application,13,True
645761ba,645761ba_S03,Application,10,True
645761ba,645761ba_S04,Application,17,True
645761ba,645761ba_S05,Application,7,True
645761ba,645761ba_S06,Application,10,True
645761ba,645761ba_S07,Application,16,True
645761ba,645761ba_S08,Application,11,True
645761ba,645761ba_S09,Application,8,True
645761ba,645761ba_S10,Application,15,True
645761ba,645761ba_S11,Application,12,True
882fb42d,882fb42d_S01,Application,15,True
882fb42d,882fb42d_S02,Application,8,True
882fb42d,882fb42d_S03,Application,9,True
882fb42d,882fb42d_S04,Application,11,True
882fb42d,882fb42d_S05,Application,15,True
882fb42d,882fb42d_S06,Application,17,True
882fb42d,882fb42d_S07,Application,13,True
882fb42d,882fb42d_S08,Application,6,True
882fb42d,882fb42d_S09,Application,20,True
882fb42d,882fb42d_S10,Application,12,True
86f32505,86f32505_S01,Awareness,11,False
86f32505,86f32505_S02,Application,9,False
86f32505,86f32505_S03,Application,12,False
86f32505,86f32505_S04,Application,5,False
86f32505,86f32505_S05,Application,8,False
9462ff16,9462ff16_S01,Evaluation,9,False
9462ff16,9462ff16_S02,Application,12,True
9462ff16,9462ff16_S03,Application,14,True
9462ff16,9462ff16_S04,Application,13,True
9462ff16,9462ff16_S05,Application,5,True
9462ff16,9462ff16_S06,Application,6,True
9560ad2a,9560ad2a_S01,Evaluation,12,False
9560ad2a,9560ad2a_S02,Evaluation,7,False
16d0907e,16d0907e_S01,Evaluation,13,True
16d0907e,16d0907e_S02,Application,15,True
16d0907e,16d0907e_S03,Application,13,True
16d0907e,16d0907e_S04,Application,8,True
16d0907e,16d0907e_S05,Application,12,True
16d0907e,16d0907e_S06,Application,10,True
16d0907e,16d0907e_S07,Application,8,True
16d0907e,16d0907e_S08,Application,8,True
16d0907e,16d0907e_S09,Application,10,True
20cca26b,20cca26b_S01,Application,10,True
20cca26b,20cca26b_S02,Application,13,True
20cca26b,20cca26b_S03,Application,10,True
20cca26b,20cca26b_S04,Application,19,True
20cca26b,20cca26b_S05,Application,12,True
20cca26b,20cca26b_S06,Application,10,True
20cca26b,20cca26b_S07,Application,13,True
20cca26b,20cca26b_S08,Application,13,True
115eadf5,115eadf5_S01,Application,9,False
115eadf5,115eadf5_S02,Application,7,True
de8e0f77,de8e0f77_S01,Application,10,True
de8e0f77,de8e0f77_S02,Application,11,True
de8e0f77,de8e0f77_S03,Application,11,True
de8e0f77,de8e0f77_S04,Application,5,True
811eefd4,811eefd4_S01,Consideration,10,True
811eefd4,811eefd4_S02,Application,13,True
811eefd4,811eefd4_S03,Application,8,True
811eefd4,811eefd4_S04,Application,14,True
811eefd4,811eefd4_S05,Application,5,True
811eefd4,811eefd4_S06,Application,13,True
811eefd4,811eefd4_S07,Application,7,True
a420605f,a420605f_S01,Application,5,False
1e4cb454,1e4cb454_S01,Evaluation,8,False
1e4cb454,1e4cb454_S02,Application,9,False
1e4cb454,1e4cb454_S03,Application,12,True
1e4cb454,1e4cb454_S04,Application,12,True
1e4cb454,1e4cb454_S05,Application,10,True
1e4cb454,1e4cb454_S06,Application,6,True
1e4cb454,1e4cb454_S07,Application,9,True
b2009e73,b2009e73_S01,Application,8,False
b2009e73,b2009e73_S02,Application,2,False
bda73d9a,bda73d9a_S01,Awareness,7,True
bda73d9a,bda73d9a_S02,Application,11,True
bda73d9a,bda73d9a_S03,Application,6,True
bda73d9a,bda73d9a_S04,Application,9,True
bda73d9a,bda73d9a_S05,Application,12,True
bda73d9a,bda73d9a_S06,Application,19,True
bda73d9a,bda73d9a_S07,Application,9,True
bda73d9a,bda73d9a_S08,Application,9,True
bda73d9a,bda73d9a_S09,Application,14,True
4586bd71,4586bd71_S01,Application,19,True
4586bd71,4586bd71_S02,Application,10,True
4586bd71,4586bd71_S03,Application,11,True
4586bd71,4586bd71_S04,Application,5,True
9b0913eb,9b0913eb_S01,Application,9,False
9b0913eb,9b0913eb_S02,Application,14,False
af57741f,af57741f_S01,Application,7,True
af57741f,af57741f_S02,Application,13,True
af57741f,af57741f_S03,Application,8,True
af57741f,af57741f_S04,Application,11,True
ea51d619,ea51d619_S01,Awareness,8,True
ea51d619,ea51d619_S02,Application,12,True
ea51d619,ea51d619_S03,Application,4,True
8fa20735,8fa20735_S01,Application,6,False
8fa20735,8fa20735_S02,Application,12,True
da6201a9,da6201a9_S01,Application,13,True
da6201a9,da6201a9_S02,Application,11,True
da6201a9,da6201a9_S03,Application,8,True
da6201a9,da6201a9_S04,Application,4,True
da6201a9,da6201a9_S05,Application,9,True
da6201a9,da6201a9_S06,Application,9,True
da6201a9,da6201a9_S07,Application,14,True
da6201a9,da6201a9_S08,Application,15,True
b89da073,b89da073_S01,Awareness,6,False
5fc71856,5fc71856_S01,Application,11,False
5fc71856,5fc71856_S02,Application,8,False
5fc71856,5fc71856_S03,Application,6,False
5fc71856,5fc71856_S04,Application,9,True
5fc71856,5fc71856_S05,Application,12,True
a0cc3ca8,a0cc3ca8_S01,Evaluation,8,False
a0cc3ca8,a0cc3ca8_S02,Application,6,True
a0cc3ca8,a0cc3ca8_S03,Application,12,True
a0cc3ca8,a0cc3ca8_S04,Application,12,True
a0cc3ca8,a0cc3ca8_S05,Application,9,True
a0cc3ca8,a0cc3ca8_S06,Application,12,True
43e7af65,43e7af65_S01,Application,10,True
43e7af65,43e7af65_S02,Application,13,True
43e7af65,43e7af65_S03,Application,9,True
43e7af65,43e7af65_S04,Application,15,True
43e7af65,43e7af65_S05,Application,12,True
43e7af65,43e7af65_S06,Application,17,True
43e7af65,43e7af65_S07,Application,8,True
9fc2798a,9fc2798a_S01,Application,10,False
9fc2798a,9fc2798a_S02,Application,9,True
f7eba123,f7eba123_S01,Application,11,True
f7eba123,f7eba123_S02,Application,6,True
f7eba123,f7eba123_S03,Application,13,True
f7eba123,f7eba123_S04,Application,13,True
f7eba123,f7eba123_S05,Application,8,True
f7eba123,f7eba123_S06,Application,12,True
f7eba123,f7eba123_S07,Application,12,True
f7eba123,f7eba123_S08,Application,23,True
f7eba123,f7eba123_S09,Application,11,True
9c414554,9c414554_S01,Application,12,False
9c414554,9c414554_S02,Application,9,True
9c414554,9c414554_S03,Application,6,True
9c414554,9c414554_S04,Application,14,True
9c414554,9c414554_S05,Application,8,True
9c414554,9c414554_S06,Application,11,True
9c414554,9c414554_S07,Application,14,True
a7345e19,a7345e19_S01,Application,12,True
a7345e19,a7345e19_S02,Application,11,True
a7345e19,a7345e19_S03,Application,8,True
a7345e19,a7345e19_S04,Application,11,True
7fe5b77a,7fe5b77a_S01,Application,11,True
7fe5b77a,7fe5b77a_S02,Application,11,True
2ab5ea36,2ab5ea36_S01,Application,7,False
2ab5ea36,2ab5ea36_S02,Application,7,False
2ab5ea36,2ab5ea36_S03,Application,5,True
cc06690d,cc06690d_S01,Awareness,2,False
f18ea367,f18ea367_S01,Evaluation,3,False
f18ea367,f18ea367_S02,Evaluation,5,False
f18ea367,f18ea367_S03,Application,3,False
f18ea367,f18ea367_S04,Application,8,False
d10037f1,d10037f1_S01,Awareness,5,False
d10037f1,d10037f1_S02,Application,5,False
d10037f1,d10037f1_S03,Application,13,True
a9b84afd,a9b84afd_S01,Evaluation,13,False
a9b84afd,a9b84afd_S02,Application,13,False
a9b84afd,a9b84afd_S03,Application,17,True
a9b84afd,a9b84afd_S04,Application,20,True
a9b84afd,a9b84afd_S05,Application,12,True
a9b84afd,a9b84afd_S06,Application,8,True
a9b84afd,a9b84afd_S07,Application,10,True
a9b84afd,a9b84afd_S08,Application,8,True
a9b84afd,a9b84afd_S09,Application,9,True
a9b84afd,a9b84afd_S10,Application,11,True
eda96269,eda96269_S01,Application,6,False
eda96269,eda96269_S02,Application,9,False
5823f185,5823f185_S01,Awareness,4,True
edf6b4d5,edf6b4d5_S01,Application,8,False
edf6b4d5,edf6b4d5_S02,Application,23,True
edf6b4d5,edf6b4d5_S03,Application,13,True
edf6b4d5,edf6b4d5_S04,Application,15,True
edf6b4d5,edf6b4d5_S05,Application,10,True
edf6b4d5,edf6b4d5_S06,Application,13,True
edf6b4d5,edf6b4d5_S07,Application,17,True
9cb1ccac,9cb1ccac_S01,Application,14,True
9cb1ccac,9cb1ccac_S02,Application,10,True
9cb1ccac,9cb1ccac_S03,Application,9,True
9cb1ccac,9cb1ccac_S04,Application,14,True
9cb1ccac,9cb1ccac_S05,Application,14,True
8acd696b,8acd696b_S01,Application,14,True
8acd696b,8acd696b_S02,Application,13,True
8acd696b,8acd696b_S03,Application,10,True
8acd696b,8acd696b_S04,Application,16,True
8acd696b,8acd696b_S05,Application,13,True
8acd696b,8acd696b_S06,Application,9,True
8acd696b,8acd696b_S07,Application,11,True
8acd696b,8acd696b_S08,Application,11,True
8acd696b,8acd696b_S09,Application,20,True
8acd696b,8acd696b_S10,Application,12,True
8acd696b,8acd696b_S11,Application,8,True
425fd6fc,425fd6fc_S01,Application,11,True
425fd6fc,425fd6fc_S02,Application,9,True
425fd6fc,425fd6fc_S03,Application,13,True
425fd6fc,425fd6fc_S04,Application,11,True
425fd6fc,425fd6fc_S05,Application,12,True
425fd6fc,425fd6fc_S06,Application,11,True
425fd6fc,425fd6fc_S07,Application,13,True
311764b3,311764b3_S01,Evaluation,12,True
311764b3,311764b3_S02,Application,8,True
311764b3,311764b3_S03,Application,5,True
311764b3,311764b3_S04,Application,13,True
311764b3,311764b3_S05,Application,3,True
311764b3,311764b3_S06,Application,6,True
311764b3,311764b3_S07,Application,17,True
d48f28f2,d48f28f2_S01,Awareness,7,True
6a1dc55e,6a1dc55e_S01,Awareness,6,True
6a1dc55e,6a1dc55e_S02,Awareness,4,True
6a1dc55e,6a1dc55e_S03,Consideration,2,True
6a1dc55e,6a1dc55e_S04,Evaluation,9,True
6c3f3e2a,6c3f3e2a_S01,Evaluation,8,False
6c3f3e2a,6c3f3e2a_S02,Application,5,False
6c3f3e2a,6c3f3e2a_S03,Application,8,False
6c3f3e2a,6c3f3e2a_S04,Application,15,False
6c3f3e2a,6c3f3e2a_S05,Application,8,True
6c3f3e2a,6c3f3e2a_S06,Application,5,True
5ddf7ddd,5ddf7ddd_S01,Awareness,6,False
5ddf7ddd,5ddf7ddd_S02,Application,6,False
5ddf7ddd,5ddf7ddd_S03,Application,12,False
5ddf7ddd,5ddf7ddd_S04,Application,8,False
5218bc7f,5218bc7f_S01,Application,16,True
5218bc7f,5218bc7f_S02,Application,11,True
5218bc7f,5218bc7f_S03,Application,10,True
5218bc7f,5218bc7f_S04,Application,9,True
5218bc7f,5218bc7f_S05,Application,10,True
5218bc7f,5218bc7f_S06,Application,6,True
5218bc7f,5218bc7f_S07,Application,13,True
cc74a2e8,cc74a2e8_S01,Application,13,True
74ca4805,74ca4805_S01,Application,5,True
74ca4805,74ca4805_S02,Application,9,True
74ca4805,74ca4805_S03,Application,5,True
74ca4805,74ca4805_S04,Application,5,True
d77a5819,d77a5819_S01,Application,10,False
5dec20c7,5dec20c7_S01,Awareness,16,True
5dec20c7,5dec20c7_S02,Awareness,16,True
5dec20c7,5dec20c7_S03,Application,13,True
1eaecf34,1eaecf34_S01,Application,9,False
e82b3b19,e82b3b19_S01,Application,14,True
e82b3b19,e82b3b19_S02,Application,15,True
e82b3b19,e82b3b19_S03,Application,18,True
