task_id,intern_id,year,month,task_type,task_complexity,expected_hours,actual_hours,completion_status,quality_score,days_to_complete,department
INT_0015_M5_T02,INT_0015,2024,5,Report Writing,2,6,6.4,Completed On Time,5.7,12,Marketing
INT_0015_M5_T03,INT_0015,2024,5,Documentation,1,3,4.3,Completed On Time,5.8,8,Marketing
INT_0015_M5_T04,INT_0015,2024,5,Report Writing,2,6,7.2,Completed Early,3.3,11,Marketing
INT_0015_M5_T05,INT_0015,2024,5,Testing,2,4,4.4,Completed On Time,4.8,11,Marketing
INT_0015_M5_T06,INT_0015,2024,5,Research,3,10,14.4,Completed Late,4.3,9,Marketing
INT_0015_M5_T07,INT_0015,2024,5,Documentation,1,3,3.4,Completed Late,5.3,11,Marketing
INT_0015_M5_T08,INT_0015,2024,5,Report Writing,2,6,7.8,Completed Early,3.6,8,Marketing
INT_0015_M6_T01,INT_0015,2024,6,Testing,2,4,5.1,Completed On Time,5.8,10,Marketing
INT_0015_M6_T02,INT_0015,2024,6,Code Development,4,12,13.8,Completed Late,5.2,8,Marketing
INT_0015_M6_T03,INT_0015,2024,6,Report Writing,2,6,8.5,Completed Late,5.3,10,Marketing
INT_0015_M6_T04,INT_0015,2024,6,Testing,2,4,6.0,Completed Early,5.4,10,Marketing
INT_0015_M6_T05,INT_0015,2024,6,Data Analysis,3,8,9.0,Completed On Time,4.3,11,Marketing
INT_0016_M1_T01,INT_0016,2024,1,Code Development,4,12,8.7,Completed On Time,8.5,2,Data Science
INT_0016_M1_T02,INT_0016,2024,1,Data Analysis,3,8,5.7,Completed Early,9.0,3,Data Science
INT_0016_M1_T03,INT_0016,2024,1,Report Writing,2,6,5.6,Completed On Time,7.7,2,Data Science
INT_0016_M1_T04,INT_0016,2024,1,Data Analysis,3,8,5.8,Completed On Time,7.7,1,Data Science
INT_0016_M1_T05,INT_0016,2024,1,Code Development,4,12,12.9,Completed Early,6.1,3,Data Science
INT_0016_M1_T06,INT_0016,2024,1,Presentation,2,5,4.2,Extended,7.4,1,Data Science
INT_0016_M1_T07,INT_0016,2024,1,Code Development,4,12,10.1,Completed On Time,9.0,1,Data Science
INT_0016_M1_T08,INT_0016,2024,1,Research,3,10,11.6,Completed On Time,8.0,1,Data Science
INT_0016_M1_T09,INT_0016,2024,1,Code Development,4,12,8.2,Completed On Time,9.3,1,Data Science
INT_0016_M1_T10,INT_0016,2024,1,Report Writing,2,6,4.0,Completed On Time,8.8,2,Data Science
INT_0016_M1_T11,INT_0016,2024,1,Testing,2,4,2.8,Completed Early,7.8,1,Data Science
INT_0016_M2_T01,INT_0016,2024,2,Code Development,4,12,10.7,Completed On Time,9.0,4,Data Science
INT_0016_M2_T02,INT_0016,2024,2,Documentation,1,3,4.1,Completed Early,10.0,2,Data Science
INT_0016_M2_T03,INT_0016,2024,2,Data Analysis,3,8,4.7,Extended,10.0,4,Data Science
INT_0016_M2_T04,INT_0016,2024,2,Research,3,10,10.0,Completed On Time,10.0,2,Data Science
INT_0016_M2_T05,INT_0016,2024,2,Code Development,4,12,8.2,Completed Late,10.0,4,Data Science
INT_0016_M2_T06,INT_0016,2024,2,Documentation,1,3,1.8,Completed Late,10.0,4,Data Science
INT_0016_M2_T07,INT_0016,2024,2,Data Analysis,3,8,9.4,Completed Early,8.7,2,Data Science
INT_0016_M2_T08,INT_0016,2024,2,Presentation,2,5,4.4,Completed On Time,10.0,5,Data Science
INT_0016_M2_T09,INT_0016,2024,2,Report Writing,2,6,6.2,Completed Early,9.8,2,Data Science
INT_0016_M3_T01,INT_0016,2024,3,Research,3,10,8.7,Completed Early,7.7,1,Data Science
INT_0016_M3_T02,INT_0016,2024,3,Documentation,1,3,3.0,Completed Early,6.7,1,Data Science
INT_0016_M3_T03,INT_0016,2024,3,Code Development,4,12,6.8,Completed On Time,5.9,1,Data Science
INT_0016_M3_T04,INT_0016,2024,3,Testing,2,4,3.0,Completed Early,9.6,1,Data Science
INT_0016_M3_T05,INT_0016,2024,3,Code Development,4,12,11.2,Completed Early,8.1,2,Data Science
INT_0016_M3_T06,INT_0016,2024,3,Report Writing,2,6,5.3,Completed On Time,6.5,3,Data Science
INT_0016_M3_T07,INT_0016,2024,3,Presentation,2,5,6.3,Completed On Time,6.0,1,Data Science
INT_0016_M3_T08,INT_0016,2024,3,Code Development,4,12,10.1,Completed Early,6.7,2,Data Science
INT_0016_M3_T09,INT_0016,2024,3,Documentation,1,3,2.3,Completed On Time,9.8,3,Data Science
INT_0016_M3_T10,INT_0016,2024,3,Research,3,10,9.4,Completed Late,8.7,3,Data Science
INT_0016_M3_T11,INT_0016,2024,3,Presentation,2,5,3.9,Completed On Time,6.8,2,Data Science
INT_0016_M4_T01,INT_0016,2024,4,Report Writing,2,6,6.0,Completed Late,9.1,1,Data Science
INT_0016_M4_T02,INT_0016,2024,4,Data Analysis,3,8,7.0,Completed Early,8.9,1,Data Science
INT_0016_M4_T03,INT_0016,2024,4,Code Development,4,12,12.4,Completed On Time,8.6,1,Data Science
INT_0016_M4_T04,INT_0016,2024,4,Report Writing,2,6,7.9,Extended,7.8,1,Data Science
INT_0016_M4_T05,INT_0016,2024,4,Report Writing,2,6,7.8,Completed On Time,7.7,1,Data Science
INT_0016_M4_T06,INT_0016,2024,4,Presentation,2,5,4.4,Completed Early,9.3,1,Data Science
INT_0016_M4_T07,INT_0016,2024,4,Testing,2,4,2.6,Completed On Time,8.0,1,Data Science
INT_0016_M4_T08,INT_0016,2024,4,Code Development,4,12,10.6,Completed Early,8.9,2,Data Science
INT_0016_M4_T09,INT_0016,2024,4,Data Analysis,3,8,4.4,Completed On Time,9.6,1,Data Science
INT_0016_M5_T01,INT_0016,2024,5,Testing,2,4,3.8,Completed Early,9.0,4,Data Science
INT_0016_M5_T02,INT_0016,2024,5,Report Writing,2,6,5.6,Completed On Time,10.0,5,Data Science
INT_0016_M5_T03,INT_0016,2024,5,Code Development,4,12,8.1,Completed Early,8.8,4,Data Science
INT_0016_M5_T04,INT_0016,2024,5,Code Development,4,12,9.9,Completed On Time,8.5,4,Data Science
INT_0016_M5_T05,INT_0016,2024,5,Research,3,10,6.5,Completed On Time,8.8,4,Data Science
INT_0016_M5_T06,INT_0016,2024,5,Presentation,2,5,1.6,Completed On Time,10.0,6,Data Science
INT_0016_M5_T07,INT_0016,2024,5,Testing,2,4,3.3,Completed On Time,8.9,4,Data Science
INT_0016_M5_T08,INT_0016,2024,5,Research,3,10,12.4,Completed On Time,10.0,5,Data Science
INT_0016_M5_T09,INT_0016,2024,5,Documentation,1,3,3.3,Completed On Time,9.1,3,Data Science
INT_0016_M5_T10,INT_0016,2024,5,Code Development,4,12,9.8,Completed On Time,9.0,4,Data Science
INT_0016_M5_T11,INT_0016,2024,5,Testing,2,4,3.4,Completed On Time,8.8,5,Data Science
INT_0016_M6_T01,INT_0016,2024,6,Data Analysis,3,8,5.6,Completed Late,7.2,5,Data Science
INT_0016_M6_T02,INT_0016,2024,6,Data Analysis,3,8,8.3,Completed Early,6.8,2,Data Science
INT_0016_M6_T03,INT_0016,2024,6,Presentation,2,5,4.2,Completed Late,7.5,4,Data Science
INT_0016_M6_T04,INT_0016,2024,6,Code Development,4,12,9.5,Completed On Time,8.2,6,Data Science
INT_0016_M6_T05,INT_0016,2024,6,Code Development,4,12,12.8,Completed Early,7.6,4,Data Science
INT_0017_M1_T01,INT_0017,2024,1,Research,3,10,7.2,Completed Early,9.7,1,Marketing
INT_0017_M1_T02,INT_0017,2024,1,Presentation,2,5,4.9,Completed On Time,8.4,2,Marketing
INT_0017_M1_T03,INT_0017,2024,1,Data Analysis,3,8,7.9,Completed On Time,9.2,1,Marketing
INT_0017_M1_T04,INT_0017,2024,1,Presentation,2,5,5.0,Completed On Time,5.4,2,Marketing
INT_0017_M1_T05,INT_0017,2024,1,Presentation,2,5,6.1,Completed Early,7.4,2,Marketing
INT_0017_M1_T06,INT_0017,2024,1,Research,3,10,8.6,Completed On Time,10.0,1,Marketing
INT_0017_M1_T07,INT_0017,2024,1,Report Writing,2,6,4.1,Completed On Time,9.4,5,Marketing
INT_0017_M1_T08,INT_0017,2024,1,Research,3,10,8.8,Completed Early,6.7,5,Marketing
INT_0017_M2_T01,INT_0017,2024,2,Research,3,10,11.9,Completed On Time,5.8,3,Marketing
INT_0017_M2_T02,INT_0017,2024,2,Data Analysis,3,8,6.3,Completed On Time,5.4,4,Marketing
INT_0017_M2_T03,INT_0017,2024,2,Data Analysis,3,8,11.2,Completed Late,5.1,3,Marketing
INT_0017_M2_T04,INT_0017,2024,2,Data Analysis,3,8,8.2,Extended,7.0,3,Marketing
INT_0017_M2_T05,INT_0017,2024,2,Research,3,10,6.4,Completed Early,7.2,3,Marketing
INT_0017_M2_T06,INT_0017,2024,2,Research,3,10,4.6,Completed Early,8.1,4,Marketing
INT_0017_M2_T07,INT_0017,2024,2,Code Development,4,12,10.9,Completed On Time,7.2,4,Marketing
INT_0017_M2_T08,INT_0017,2024,2,Testing,2,4,3.8,Completed On Time,7.8,3,Marketing
INT_0017_M2_T09,INT_0017,2024,2,Research,3,10,11.6,Completed On Time,7.2,4,Marketing
INT_0017_M2_T10,INT_0017,2024,2,Research,3,10,6.5,Completed On Time,7.2,3,Marketing
INT_0017_M3_T01,INT_0017,2024,3,Code Development,4,12,9.8,Completed On Time,7.8,3,Marketing
INT_0017_M3_T02,INT_0017,2024,3,Report Writing,2,6,8.2,Completed Early,5.2,4,Marketing
INT_0017_M3_T03,INT_0017,2024,3,Presentation,2,5,5.6,Completed On Time,5.7,4,Marketing
INT_0017_M3_T04,INT_0017,2024,3,Code Development,4,12,11.6,Completed On Time,6.5,2,Marketing
INT_0017_M3_T05,INT_0017,2024,3,Code Development,4,12,9.1,Completed Late,8.8,3,Marketing
INT_0017_M3_T06,INT_0017,2024,3,Documentation,1,3,3.2,Completed Early,5.9,2,Marketing
INT_0017_M3_T07,INT_0017,2024,3,Report Writing,2,6,6.7,Completed On Time,5.4,2,Marketing
INT_0017_M3_T08,INT_0017,2024,3,Testing,2,4,3.6,Completed On Time,6.8,2,Marketing
INT_0017_M3_T09,INT_0017,2024,3,Presentation,2,5,4.9,Completed On Time,7.4,3,Marketing
INT_0017_M3_T10,INT_0017,2024,3,Code Development,4,12,8.4,Completed Early,6.4,4,Marketing
INT_0017_M3_T11,INT_0017,2024,3,Report Writing,2,6,6.5,Completed Early,5.3,3,Marketing
INT_0017_M3_T12,INT_0017,2024,3,Code Development,4,12,6.1,Completed Late,6.8,4,Marketing
INT_0017_M3_T13,INT_0017,2024,3,Testing,2,4,2.8,Completed On Time,5.9,3,Marketing
INT_0017_M4_T01,INT_0017,2024,4,Code Development,4,12,9.6,Completed Early,7.5,2,Marketing
INT_0017_M4_T02,INT_0017,2024,4,Presentation,2,5,4.5,Completed Early,6.8,2,Marketing
INT_0017_M4_T03,INT_0017,2024,4,Presentation,2,5,4.8,Completed On Time,7.9,4,Marketing
INT_0017_M4_T04,INT_0017,2024,4,Documentation,1,3,2.4,Completed Early,8.1,3,Marketing
INT_0017_M4_T05,INT_0017,2024,4,Testing,2,4,4.0,Completed Early,6.8,3,Marketing
INT_0017_M4_T06,INT_0017,2024,4,Research,3,10,9.7,Completed Early,7.7,1,Marketing
INT_0017_M4_T07,INT_0017,2024,4,Code Development,4,12,11.2,Completed On Time,9.9,2,Marketing
INT_0017_M4_T08,INT_0017,2024,4,Documentation,1,3,2.3,Completed Early,8.0,3,Marketing
INT_0017_M4_T09,INT_0017,2024,4,Presentation,2,5,5.7,Extended,6.4,3,Marketing
INT_0017_M4_T10,INT_0017,2024,4,Code Development,4,12,12.2,Completed Late,7.5,3,Marketing
INT_0017_M4_T11,INT_0017,2024,4,Testing,2,4,4.4,Completed On Time,8.5,2,Marketing
INT_0017_M5_T01,INT_0017,2024,5,Code Development,4,12,8.8,Extended,10.0,2,Marketing
INT_0017_M5_T02,INT_0017,2024,5,Presentation,2,5,5.8,Completed Early,7.5,2,Marketing
INT_0017_M5_T03,INT_0017,2024,5,Report Writing,2,6,6.4,Completed Early,8.8,2,Marketing
INT_0017_M5_T04,INT_0017,2024,5,Presentation,2,5,5.4,Completed Late,7.3,1,Marketing
INT_0017_M5_T05,INT_0017,2024,5,Testing,2,4,3.9,Completed Late,8.5,1,Marketing
INT_0017_M5_T06,INT_0017,2024,5,Testing,2,4,4.5,Completed On Time,9.1,1,Marketing
INT_0017_M5_T07,INT_0017,2024,5,Presentation,2,5,3.7,Completed On Time,7.5,2,Marketing
INT_0017_M5_T08,INT_0017,2024,5,Report Writing,2,6,4.8,Completed Late,9.0,2,Marketing
INT_0017_M5_T09,INT_0017,2024,5,Testing,2,4,3.6,Completed On Time,6.2,1,Marketing
INT_0017_M5_T10,INT_0017,2024,5,Presentation,2,5,4.8,Completed On Time,5.5,2,Marketing
INT_0017_M5_T11,INT_0017,2024,5,Research,3,10,8.7,Completed On Time,10.0,4,Marketing
INT_0017_M5_T12,INT_0017,2024,5,Report Writing,2,6,5.2,Completed On Time,7.5,2,Marketing
INT_0017_M6_T01,INT_0017,2024,6,Documentation,1,3,2.8,Completed On Time,6.5,1,Marketing
INT_0017_M6_T02,INT_0017,2024,6,Data Analysis,3,8,6.5,Completed On Time,5.5,1,Marketing
INT_0017_M6_T03,INT_0017,2024,6,Research,3,10,6.3,Completed On Time,5.0,2,Marketing
INT_0017_M6_T04,INT_0017,2024,6,Code Development,4,12,11.6,Completed On Time,5.9,1,Marketing
INT_0017_M6_T05,INT_0017,2024,6,Report Writing,2,6,5.2,Completed Early,3.5,1,Marketing
INT_0017_M6_T06,INT_0017,2024,6,Testing,2,4,4.7,Completed Early,4.2,1,Marketing
INT_0017_M6_T07,INT_0017,2024,6,Research,3,10,9.7,Completed Late,6.9,1,Marketing
INT_0017_M6_T08,INT_0017,2024,6,Data Analysis,3,8,6.1,Completed On Time,3.7,1,Marketing
INT_0017_M6_T09,INT_0017,2024,6,Documentation,1,3,3.9,Completed Early,6.0,1,Marketing
INT_0017_M6_T10,INT_0017,2024,6,Report Writing,2,6,5.8,Completed On Time,5.7,1,Marketing
INT_0018_M1_T01,INT_0018,2024,1,Testing,2,4,5.6,Completed On Time,2.7,8,Marketing
INT_0018_M1_T02,INT_0018,2024,1,Code Development,4,12,10.6,Completed On Time,4.4,9,Marketing
INT_0018_M1_T03,INT_0018,2024,1,Documentation,1,3,3.7,Completed Late,3.5,8,Marketing
INT_0018_M1_T04,INT_0018,2024,1,Report Writing,2,6,8.4,Extended,4.0,10,Marketing
INT_0018_M1_T05,INT_0018,2024,1,Data Analysis,3,8,9.0,Completed Early,4.7,11,Marketing
INT_0018_M1_T06,INT_0018,2024,1,Code Development,4,12,17.0,Extended,4.1,10,Marketing
INT_0018_M1_T07,INT_0018,2024,1,Data Analysis,3,8,10.0,Completed On Time,4.5,9,Marketing
INT_0018_M1_T08,INT_0018,2024,1,Documentation,1,3,3.8,Completed On Time,4.7,9,Marketing
INT_0018_M1_T09,INT_0018,2024,1,Code Development,4,12,13.2,Completed On Time,3.1,8,Marketing
INT_0018_M2_T01,INT_0018,2024,2,Documentation,1,3,3.1,Completed Early,2.2,9,Marketing
INT_0018_M2_T02,INT_0018,2024,2,Research,3,10,12.8,Completed On Time,3.6,8,Marketing
INT_0018_M2_T03,INT_0018,2024,2,Report Writing,2,6,7.3,Completed On Time,4.3,9,Marketing
INT_0018_M2_T04,INT_0018,2024,2,Report Writing,2,6,8.0,Completed On Time,3.3,10,Marketing
INT_0018_M3_T01,INT_0018,2024,3,Code Development,4,12,13.3,Completed On Time,3.7,4,Marketing
INT_0018_M3_T02,INT_0018,2024,3,Research,3,10,11.6,Completed Early,5.0,3,Marketing
INT_0018_M3_T03,INT_0018,2024,3,Documentation,1,3,4.9,Completed Early,4.9,6,Marketing
INT_0018_M3_T04,INT_0018,2024,3,Code Development,4,12,14.5,Completed Early,3.9,3,Marketing
INT_0018_M3_T05,INT_0018,2024,3,Presentation,2,5,6.0,Completed Late,4.5,6,Marketing
INT_0018_M3_T06,INT_0018,2024,3,Presentation,2,5,5.4,Completed On Time,3.7,5,Marketing
INT_0018_M4_T01,INT_0018,2024,4,Presentation,2,5,6.6,Completed Late,5.6,6,Marketing
INT_0018_M4_T02,INT_0018,2024,4,Research,3,10,13.3,Completed On Time,3.5,6,Marketing
INT_0018_M4_T03,INT_0018,2024,4,Testing,2,4,4.6,Completed On Time,5.8,8,Marketing
INT_0018_M4_T04,INT_0018,2024,4,Documentation,1,3,4.0,Completed Late,3.1,7,Marketing
INT_0018_M4_T05,INT_0018,2024,4,Testing,2,4,5.4,Completed On Time,4.8,5,Marketing
INT_0018_M4_T06,INT_0018,2024,4,Research,3,10,11.2,Completed On Time,4.6,8,Marketing
INT_0018_M5_T01,INT_0018,2024,5,Research,3,10,13.9,Completed Early,5.0,3,Marketing
INT_0018_M5_T02,INT_0018,2024,5,Presentation,2,5,6.4,Extended,6.3,3,Marketing
INT_0018_M5_T03,INT_0018,2024,5,Data Analysis,3,8,13.0,Completed On Time,4.3,5,Marketing
INT_0018_M5_T04,INT_0018,2024,5,Documentation,1,3,3.1,Completed Late,5.2,3,Marketing
INT_0018_M5_T05,INT_0018,2024,5,Documentation,1,3,3.1,Completed On Time,4.8,5,Marketing
INT_0018_M5_T06,INT_0018,2024,5,Documentation,1,3,3.4,Completed Early,3.1,4,Marketing
INT_0018_M5_T07,INT_0018,2024,5,Code Development,4,12,15.4,Completed Late,5.2,5,Marketing
INT_0018_M5_T08,INT_0018,2024,5,Code Development,4,12,15.5,Completed Early,6.5,4,Marketing
INT_0018_M5_T09,INT_0018,2024,5,Code Development,4,12,14.8,Completed Early,3.0,3,Marketing
INT_0018_M6_T01,INT_0018,2024,6,Testing,2,4,4.1,Completed Late,5.4,9,Marketing
INT_0018_M6_T02,INT_0018,2024,6,Research,3,10,13.8,Completed On Time,7.0,9,Marketing
INT_0018_M6_T03,INT_0018,2024,6,Data Analysis,3,8,6.6,Completed Early,5.3,10,Marketing
INT_0018_M6_T04,INT_0018,2024,6,Presentation,2,5,7.0,Completed On Time,6.2,9,Marketing
INT_0018_M6_T05,INT_0018,2024,6,Data Analysis,3,8,8.4,Completed On Time,6.3,8,Marketing
INT_0018_M6_T06,INT_0018,2024,6,Report Writing,2,6,10.4,Completed On Time,6.3,9,Marketing
INT_0018_M6_T07,INT_0018,2024,6,Report Writing,2,6,7.1,Completed Early,5.7,9,Marketing
INT_0018_M6_T08,INT_0018,2024,6,Documentation,1,3,4.6,Completed On Time,5.9,9,Marketing
INT_0018_M6_T09,INT_0018,2024,6,Research,3,10,16.8,Completed Late,5.8,10,Marketing
INT_0019_M1_T01,INT_0019,2024,1,Code Development,4,12,14.4,Completed On Time,8.3,3,Data Science
INT_0019_M1_T02,INT_0019,2024,1,Report Writing,2,6,5.3,Completed Late,8.2,4,Data Science
INT_0019_M1_T03,INT_0019,2024,1,Report Writing,2,6,10.4,Completed On Time,5.7,3,Data Science
INT_0019_M1_T04,INT_0019,2024,1,Data Analysis,3,8,5.5,Completed On Time,7.4,2,Data Science
INT_0019_M1_T05,INT_0019,2024,1,Research,3,10,14.8,Completed On Time,6.1,1,Data Science
INT_0019_M1_T06,INT_0019,2024,1,Code Development,4,12,12.1,Extended,4.9,4,Data Science
INT_0019_M1_T07,INT_0019,2024,1,Code Development,4,12,8.2,Completed Early,6.9,1,Data Science
INT_0019_M1_T08,INT_0019,2024,1,Documentation,1,3,3.1,Completed Late,8.5,3,Data Science
INT_0019_M1_T09,INT_0019,2024,1,Testing,2,4,3.7,Extended,6.8,3,Data Science
INT_0019_M1_T10,INT_0019,2024,1,Testing,2,4,4.8,Completed On Time,5.5,3,Data Science
INT_0019_M2_T01,INT_0019,2024,2,Data Analysis,3,8,8.0,Completed On Time,6.3,7,Data Science
INT_0019_M2_T02,INT_0019,2024,2,Testing,2,4,3.3,Completed Early,4.6,6,Data Science
INT_0019_M2_T03,INT_0019,2024,2,Research,3,10,9.6,Completed Late,6.1,4,Data Science
INT_0019_M2_T04,INT_0019,2024,2,Testing,2,4,4.2,Completed On Time,8.0,6,Data Science
INT_0019_M2_T05,INT_0019,2024,2,Presentation,2,5,6.4,Extended,5.0,4,Data Science
INT_0019_M3_T01,INT_0019,2024,3,Presentation,2,5,5.1,Completed On Time,8.0,8,Data Science
INT_0019_M3_T02,INT_0019,2024,3,Data Analysis,3,8,8.6,Completed Late,7.7,4,Data Science
INT_0019_M3_T03,INT_0019,2024,3,Testing,2,4,4.5,Completed Late,7.7,5,Data Science
INT_0019_M3_T04,INT_0019,2024,3,Presentation,2,5,4.5,Completed On Time,7.5,6,Data Science
INT_0019_M3_T05,INT_0019,2024,3,Data Analysis,3,8,9.5,Completed Early,8.2,5,Data Science
INT_0019_M3_T06,INT_0019,2024,3,Documentation,1,3,3.7,Completed On Time,7.5,4,Data Science
INT_0019_M3_T07,INT_0019,2024,3,Code Development,4,12,14.0,Completed On Time,6.3,4,Data Science
INT_0019_M4_T01,INT_0019,2024,4,Code Development,4,12,12.3,Completed On Time,5.7,5,Data Science
INT_0019_M4_T02,INT_0019,2024,4,Documentation,1,3,2.9,Completed On Time,7.7,2,Data Science
INT_0019_M4_T03,INT_0019,2024,4,Presentation,2,5,6.8,Completed On Time,5.8,5,Data Science
INT_0019_M4_T04,INT_0019,2024,4,Documentation,1,3,3.3,Completed On Time,7.2,4,Data Science
INT_0019_M4_T05,INT_0019,2024,4,Documentation,1,3,2.6,Extended,7.5,4,Data Science
INT_0019_M4_T06,INT_0019,2024,4,Testing,2,4,4.6,Completed Early,7.3,3,Data Science
INT_0019_M5_T01,INT_0019,2024,5,Documentation,1,3,3.2,Completed Early,6.7,7,Data Science
INT_0019_M5_T02,INT_0019,2024,5,Presentation,2,5,4.7,Completed On Time,8.0,4,Data Science
INT_0019_M5_T03,INT_0019,2024,5,Presentation,2,5,7.1,Completed On Time,6.1,6,Data Science
INT_0019_M5_T04,INT_0019,2024,5,Documentation,1,3,2.2,Completed On Time,6.0,5,Data Science
INT_0019_M5_T05,INT_0019,2024,5,Testing,2,4,3.9,Completed Early,6.3,7,Data Science
INT_0019_M5_T06,INT_0019,2024,5,Research,3,10,11.4,Completed On Time,6.7,5,Data Science
INT_0019_M6_T01,INT_0019,2024,6,Presentation,2,5,6.4,Completed On Time,6.4,7,Data Science
INT_0019_M6_T02,INT_0019,2024,6,Data Analysis,3,8,11.4,Completed On Time,6.8,7,Data Science
INT_0019_M6_T03,INT_0019,2024,6,Report Writing,2,6,4.8,Completed On Time,3.8,7,Data Science
INT_0019_M6_T04,INT_0019,2024,6,Testing,2,4,4.3,Completed Early,5.9,7,Data Science
INT_0019_M6_T05,INT_0019,2024,6,Report Writing,2,6,6.5,Completed Early,7.5,6,Data Science
INT_0019_M6_T06,INT_0019,2024,6,Testing,2,4,3.8,Completed On Time,7.4,6,Data Science
INT_0019_M6_T07,INT_0019,2024,6,Code Development,4,12,14.5,Completed On Time,5.9,6,Data Science
INT_0019_M6_T08,INT_0019,2024,6,Report Writing,2,6,6.7,Completed On Time,6.4,7,Data Science
INT_0020_M1_T01,INT_0020,2024,1,Data Analysis,3,8,6.9,Completed Early,6.9,2,Software Engineering
INT_0020_M1_T02,INT_0020,2024,1,Code Development,4,12,11.5,Completed On Time,8.3,1,Software Engineering
INT_0020_M1_T03,INT_0020,2024,1,Presentation,2,5,4.8,Completed On Time,5.9,1,Software Engineering
INT_0020_M1_T04,INT_0020,2024,1,Research,3,10,7.8,Completed Early,6.0,2,Software Engineering
INT_0020_M1_T05,INT_0020,2024,1,Data Analysis,3,8,11.0,Completed On Time,5.7,1,Software Engineering
INT_0020_M1_T06,INT_0020,2024,1,Data Analysis,3,8,7.1,Completed On Time,6.9,2,Software Engineering
INT_0020_M1_T07,INT_0020,2024,1,Documentation,1,3,3.5,Completed On Time,4.0,1,Software Engineering
INT_0020_M1_T08,INT_0020,2024,1,Research,3,10,8.0,Completed Early,7.6,1,Software Engineering
INT_0020_M1_T09,INT_0020,2024,1,Research,3,10,3.0,Completed On Time,7.0,2,Software Engineering
INT_0020_M2_T01,INT_0020,2024,2,Code Development,4,12,6.3,Completed On Time,6.9,2,Software Engineering
INT_0020_M2_T02,INT_0020,2024,2,Code Development,4,12,15.3,Completed Early,6.4,2,Software Engineering
INT_0020_M2_T03,INT_0020,2024,2,Report Writing,2,6,3.2,Completed Early,4.5,2,Software Engineering
INT_0020_M2_T04,INT_0020,2024,2,Code Development,4,12,10.8,Completed Early,8.1,1,Software Engineering
INT_0020_M2_T05,INT_0020,2024,2,Research,3,10,10.0,Completed Early,8.7,2,Software Engineering
INT_0020_M2_T06,INT_0020,2024,2,Report Writing,2,6,5.7,Completed On Time,6.9,1,Software Engineering
INT_0020_M2_T07,INT_0020,2024,2,Data Analysis,3,8,9.4,Completed On Time,6.3,2,Software Engineering
INT_0020_M2_T08,INT_0020,2024,2,Code Development,4,12,7.0,Completed On Time,5.7,3,Software Engineering
INT_0020_M2_T09,INT_0020,2024,2,Research,3,10,8.3,Completed On Time,8.3,2,Software Engineering
INT_0020_M2_T10,INT_0020,2024,2,Code Development,4,12,6.4,Completed On Time,7.8,1,Software Engineering
INT_0020_M3_T01,INT_0020,2024,3,Research,3,10,11.1,Completed Late,7.4,5,Software Engineering
INT_0020_M3_T02,INT_0020,2024,3,Report Writing,2,6,5.3,Completed On Time,7.3,5,Software Engineering
INT_0020_M3_T03,INT_0020,2024,3,Research,3,10,8.4,Completed Late,9.0,3,Software Engineering
INT_0020_M3_T04,INT_0020,2024,3,Documentation,1,3,2.7,Completed On Time,8.7,4,Software Engineering
INT_0020_M3_T05,INT_0020,2024,3,Presentation,2,5,2.5,Completed Early,7.1,5,Software Engineering
INT_0020_M3_T06,INT_0020,2024,3,Report Writing,2,6,5.2,Completed On Time,7.7,2,Software Engineering
INT_0020_M3_T07,INT_0020,2024,3,Testing,2,4,2.7,Completed Early,6.2,3,Software Engineering
INT_0020_M3_T08,INT_0020,2024,3,Report Writing,2,6,4.7,Completed Early,7.2,4,Software Engineering
INT_0020_M3_T09,INT_0020,2024,3,Research,3,10,9.7,Extended,10.0,2,Software Engineering
INT_0020_M3_T10,INT_0020,2024,3,Report Writing,2,6,6.8,Completed On Time,9.2,3,Software Engineering
INT_0020_M4_T01,INT_0020,2024,4,Report Writing,2,6,5.6,Completed Late,6.8,1,Software Engineering
INT_0020_M4_T02,INT_0020,2024,4,Research,3,10,8.2,Completed On Time,6.4,1,Software Engineering
INT_0020_M4_T03,INT_0020,2024,4,Presentation,2,5,5.2,Completed Early,6.5,1,Software Engineering
INT_0020_M4_T04,INT_0020,2024,4,Presentation,2,5,3.9,Completed Early,8.5,1,Software Engineering
INT_0020_M4_T05,INT_0020,2024,4,Documentation,1,3,2.4,Completed On Time,7.8,1,Software Engineering
INT_0020_M4_T06,INT_0020,2024,4,Testing,2,4,4.0,Completed On Time,8.2,1,Software Engineering
INT_0020_M4_T07,INT_0020,2024,4,Testing,2,4,4.4,Completed Early,6.7,2,Software Engineering
INT_0020_M4_T08,INT_0020,2024,4,Documentation,1,3,2.8,Completed Early,7.5,1,Software Engineering
INT_0020_M4_T09,INT_0020,2024,4,Testing,2,4,3.5,Completed Early,9.0,1,Software Engineering
INT_0020_M4_T10,INT_0020,2024,4,Documentation,1,3,2.2,Completed On Time,8.8,1,Software Engineering
INT_0020_M4_T11,INT_0020,2024,4,Research,3,10,10.8,Completed On Time,9.5,1,Software Engineering
INT_0020_M5_T01,INT_0020,2024,5,Testing,2,4,5.2,Completed On Time,7.0,2,Software Engineering
INT_0020_M5_T02,INT_0020,2024,5,Research,3,10,9.1,Completed Early,5.9,1,Software Engineering
